timestep,episode,alpha,beta,gamma,delta,reward,coverage,distance,redundancy,assigned_drones,no_centroid_path,no_frontier_path,delta_coverage,delta_distance,delta_redundancy,coverage_reward,distance_penalty,redundancy_penalty
32,0,0.9677674174308777,1.0,0.6534523963928223,0.0,-0.5035452842712402,2.88,160,93.0046150109303,,0,0,0.0,5,0.25354529031615414,0.0,0.25,0.25354529031615414
33,0,0.0,0.0,0.0,1.0,-0.23947088420391083,2.9000000000000004,165,93.19408589532974,,0,0,0.020000000000000462,5,0.18947088439944082,0.20000000000000462,0.25,0.18947088439944082
34,0,0.5710451006889343,0.0,0.24384817481040955,1.0,-0.2270832359790802,2.92,170,93.37116912599319,,0,0,0.019999999999999574,5,0.177083230663456,0.19999999999999574,0.25,0.177083230663456
35,0,0.0,0.0,1.0,0.0,0.6380079984664917,3.01,175,93.38316113431523,,0,0,0.08999999999999986,5,0.011992008322039283,0.8999999999999986,0.25,0.011992008322039283
36,0,0.502075731754303,1.0,0.5319546461105347,0.28216254711151123,0.517435610294342,3.09,180,93.41572554868954,,0,0,0.08000000000000007,5,0.03256441437430624,0.8000000000000007,0.25,0.03256441437430624
37,0,1.0,0.0,0.13346834480762482,0.17709419131278992,0.7607224583625793,3.19,185,93.40500310109572,,0,0,0.10000000000000009,5,-0.010722447593821016,1.0000000000000009,0.25,-0.010722447593821016
38,0,0.0,0.0,0.7181348204612732,0.0,0.6400262117385864,3.2800000000000002,190,93.41497691226661,,0,0,0.0900000000000003,5,0.009973811170894464,0.900000000000003,0.25,0.009973811170894464
39,0,0.0,0.0,0.0,0.0,0.7600988745689392,3.38,195,93.40487804878049,,0,0,0.09999999999999964,5,-0.01009886348612099,0.9999999999999964,0.25,-0.01009886348612099
40,0,0.0,0.5944145917892456,0.5817432403564453,0.0,0.5215889811515808,3.46,200,93.43328904915543,,0,0,0.08000000000000007,5,0.028411000374944706,0.8000000000000007,0.25,0.028411000374944706
41,0,0.1596507579088211,0.2980676591396332,0.0,0.0,0.9957752227783203,3.58,205,93.38751385297377,,0,0,0.1200000000000001,5,-0.04577519618166548,1.200000000000001,0.25,-0.04577519618166548
42,0,0.0,0.22362710535526276,0.0,1.0,1.1113760471343994,3.71,210,93.32613779456736,,0,0,0.1299999999999999,5,-0.061376058406409584,1.299999999999999,0.25,-0.061376058406409584
43,0,0.0,0.5513944029808044,0.3094686269760132,0.0,0.8731924891471863,3.82,215,93.30294530154278,,0,0,0.10999999999999988,5,-0.02319249302458104,1.0999999999999988,0.25,-0.02319249302458104
44,0,0.0,0.0,0.0,0.0,0.6378486752510071,3.91,220,93.31509659770902,,0,0,0.0900000000000003,5,0.012151296166237557,0.900000000000003,0.25,0.012151296166237557
45,0,0.0,0.0,0.0,0.4617574214935303,0.6384366154670715,4.0,225,93.32665999332666,,0,0,0.08999999999999986,5,0.011563395617642414,0.8999999999999986,0.25,0.011563395617642414
46,0,0.03667830675840378,0.366955429315567,0.0,0.5287296772003174,0.6389828324317932,4.09,230,93.337677146115,,0,0,0.08999999999999986,5,0.011017152788340923,0.8999999999999986,0.25,0.011017152788340923
47,0,1.0,0.0,0.0,0.04234038293361664,0.2917509973049164,4.15,235,93.39592616168045,,0,0,0.0600000000000005,5,0.058249015565451145,0.600000000000005,0.25,0.058249015565451145
48,0,0.16858290135860443,0.0,0.030314041301608086,0.15188120305538177,0.4099330008029938,4.22,240,93.43599315601182,,0,0,0.0699999999999994,5,0.04006699433136873,0.699999999999994,0.25,0.04006699433136873
49,0,0.0,0.9483082890510559,1.0,0.0,0.75733482837677,4.32,245,93.42865835108,,0,0,0.10000000000000053,5,-0.007334804931815597,1.0000000000000053,0.25,-0.007334804931815597
50,0,0.5510604977607727,0.6674544215202332,0.13666419684886932,0.0,0.5272518992424011,4.3999999999999995,250,93.45140645929455,,0,0,0.07999999999999918,5,0.022748108214543095,0.7999999999999918,0.25,0.022748108214543095
51,0,0.0,0.5377529859542847,1.0,0.4543883204460144,0.4136442244052887,4.47,255,93.48776223776224,,0,0,0.07000000000000028,5,0.03635577846769422,0.7000000000000028,0.25,0.03635577846769422
52,0,0.0,0.7689076662063599,0.3191998600959778,0.45723938941955566,0.41514846682548523,4.54,260,93.52261378227993,,0,0,0.07000000000000028,5,0.0348515445176929,0.7000000000000028,0.25,0.0348515445176929
53,0,1.0,0.0,1.0,0.0,0.41656121611595154,4.61,265,93.55605255800951,,0,0,0.07000000000000028,5,0.03343877572957865,0.7000000000000028,0.25,0.03343877572957865
54,0,0.9570327401161194,0.9543406963348389,0.45934462547302246,0.0,0.417889803647995,4.68,270,93.5881627620222,,0,0,0.0699999999999994,5,0.03211020401268172,0.699999999999994,0.25,0.03211020401268172
55,0,1.0,0.03880811110138893,0.3349097669124603,0.00643166434019804,0.6460080146789551,4.77,275,93.59215475550779,,0,0,0.08999999999999986,5,0.003991993485598755,0.8999999999999986,0.25,0.003991993485598755
56,0,0.0,1.0,0.0,0.0,0.8725144863128662,4.88,280,93.56964026881012,,0,0,0.11000000000000032,5,-0.02251448669767342,1.1000000000000032,0.25,-0.02251448669767342
57,0,1.0,0.0,0.6951591372489929,0.0,0.6458104252815247,4.97,285,93.57382984225498,,0,0,0.08999999999999986,5,0.004189573444861594,0.8999999999999986,0.25,0.004189573444861594
58,0,0.0,0.0,0.0,1.0,0.6459646224975586,5.06,290,93.57786521132124,,0,0,0.08999999999999986,5,0.004035369066258454,0.8999999999999986,0.25,0.004035369066258454
59,0,0.0,0.0,1.0,0.0,0.7585731148719788,5.16,295,93.56929212362911,,0,0,0.10000000000000053,5,-0.008573087692127501,1.0000000000000053,0.25,-0.008573087692127501
60,0,0.3591824173927307,1.0,0.6585012674331665,1.0,0.6460273265838623,5.25,300,93.573264781491,,0,0,0.08999999999999986,5,0.003972657861893936,0.8999999999999986,0.25,0.003972657861893936
61,0,0.0,1.0,0.0,0.0,0.9822496175765991,5.37,305,93.54101515515997,,0,0,0.1200000000000001,5,-0.03224962633103701,1.200000000000001,0.25,-0.03224962633103701
62,0,0.0,1.0,0.0,0.9573721885681152,0.5338571071624756,5.45,310,93.55715805650786,,0,0,0.08000000000000007,5,0.01614290134789087,0.8000000000000007,0.25,0.01614290134789087
63,0,1.0,0.0,0.0,0.0,0.5344011783599854,5.53,315,93.57275685727569,,0,0,0.08000000000000007,5,0.015598800767833154,0.8000000000000007,0.25,0.015598800767833154
64,0,1.0,0.16708572208881378,1.0,0.7684279084205627,0.6463481187820435,5.62,320,93.57640873242656,,0,0,0.08999999999999986,5,0.0036518751508651803,0.8999999999999986,0.25,0.0036518751508651803
65,0,0.0,0.28272151947021484,0.0,0.0,0.535223662853241,5.7,325,93.59118506858556,,0,0,0.08000000000000007,5,0.014776336159002312,0.8000000000000007,0.25,0.014776336159002312
66,0,0.0,0.0,0.2655808925628662,0.0,-0.24174445867538452,5.71,330,93.68292952760261,,0,0,0.009999999999999787,5,0.09174445901705042,0.09999999999999787,0.25,0.09174445901705042
67,0,0.414512038230896,0.0,1.0,1.0,-0.23884747922420502,5.72,335,93.77177700348433,,0,0,0.009999999999999787,5,0.08884747588172104,0.09999999999999787,0.25,0.08884747588172104
68,0,0.0,0.0,0.0,0.0,-0.34680482745170593,5.72,340,93.8685818415693,,0,0,0.0,5,0.09680483808496376,0.0,0.25,0.09680483808496376
69,0,1.0,0.19923712313175201,0.0,0.4551928639411926,-0.34384164214134216,5.72,345,93.96242347477306,,0,0,0.0,5,0.09384163320376615,0.0,0.25,0.09384163320376615
70,0,0.0,0.1536380499601364,0.6366748213768005,0.0,-0.34101244807243347,5.72,350,94.05343590809856,,0,0,0.0,5,0.09101243332550268,0.0,0.25,0.09101243332550268
71,0,0.0,1.0,0.0,0.0,-0.33830928802490234,5.72,355,94.14174518639902,,0,0,0.0,5,0.0883092783004571,0.0,0.25,0.0883092783004571
72,0,0.0,1.0,0.0,1.0,0.6551017165184021,5.81,360,94.13664345544454,,0,0,0.08999999999999986,5,-0.005101730954478967,0.8999999999999986,0.25,-0.005101730954478967
73,0,0.0,0.0,0.0,0.7233403325080872,0.9847934246063232,5.93,365,94.10185000994629,,0,0,0.1200000000000001,5,-0.03479344549825214,1.200000000000001,0.25,-0.03479344549825214
74,0,0.0,0.0,0.0,1.0,1.4230237007141113,6.09,370,94.02882635552506,,0,0,0.16000000000000014,5,-0.0730236544212346,1.6000000000000014,0.25,-0.0730236544212346
75,0,0.0,0.0,0.0,0.0,1.5306438207626343,6.260000000000001,375,93.94818252126836,,0,0,0.17000000000000082,5,-0.08064383425669064,1.7000000000000082,0.25,-0.08064383425669064
76,0,0.0,0.0,1.0,0.0,0.9807451963424683,6.38,380,93.91743731528268,,0,0,0.11999999999999922,5,-0.030745205985681423,1.1999999999999922,0.25,-0.030745205985681423
77,0,0.0,0.0,0.0,0.34803587198257446,1.0893105268478394,6.510000000000001,385,93.87812676321234,,0,0,0.13000000000000078,5,-0.03931055207034717,1.3000000000000078,0.25,-0.03931055207034717
78,0,0.0,0.0,0.0,0.0,0.7604210376739502,6.61,390,93.86770572409314,,0,0,0.09999999999999964,5,-0.01042103911919412,0.9999999999999964,0.25,-0.01042103911919412
79,0,0.16470740735530853,0.3448069989681244,1.0,0.5302616357803345,0.5418360829353333,6.69,395,93.87586964481875,,0,0,0.08000000000000007,5,0.008163920725607454,0.8000000000000007,0.25,0.008163920725607454
80,0,0.2664889693260193,0.8277761340141296,0.29886889457702637,0.0,0.5420499444007874,6.77,400,93.88381967657422,,0,0,0.07999999999999918,5,0.007950031755470377,0.7999999999999918,0.25,0.007950031755470377
81,0,1.0,0.0,1.0,0.0,0.43333813548088074,6.84,405,93.90048154093098,,0,0,0.07000000000000028,5,0.01666186435676309,0.7000000000000028,0.25,0.01666186435676309
82,0,1.0,0.0,0.0,0.0,0.324959933757782,6.9,410,93.92552161281803,,0,0,0.0600000000000005,5,0.025040071887048043,0.600000000000005,0.25,0.025040071887048043
83,0,0.0,0.28449875116348267,0.0,0.030793510377407074,0.32559114694595337,6.959999999999999,415,93.94993045897078,,0,0,0.05999999999999872,5,0.024408846152752517,0.5999999999999872,0.25,0.024408846152752517
84,0,0.1735125333070755,0.32045978307724,0.891686737537384,0.6561349034309387,0.3261988162994385,7.02,420,93.97373165078548,,0,0,0.0600000000000005,5,0.023801191814698086,0.600000000000005,0.25,0.023801191814698086
85,0,0.7197306156158447,0.0,0.0,0.0,0.6522207260131836,7.109999999999999,425,93.97151093776498,,0,0,0.08999999999999986,5,-0.002220713020506082,0.8999999999999986,0.25,-0.002220713020506082
86,0,0.0,0.3592347800731659,0.47306257486343384,0.0,0.6521667838096619,7.199999999999999,430,93.96934416617808,,0,0,0.08999999999999986,5,-0.0021667715869000403,0.8999999999999986,0.25,-0.0021667715869000403
87,0,0.559195339679718,0.0,1.0,0.0,0.652114748954773,7.290000000000001,435,93.96722939424032,,0,0,0.09000000000000163,5,-0.002114771937755222,0.9000000000000163,0.25,-0.002114771937755222
88,0,0.0,0.06163404881954193,1.0,0.425416499376297,0.7602419257164001,7.39,440,93.95698748875624,,0,0,0.09999999999999876,5,-0.010241905484079439,0.9999999999999876,0.25,-0.010241905484079439
89,0,0.012736123986542225,0.4641024172306061,0.0,0.0,0.32767602801322937,7.449999999999999,445,93.97931145951188,,0,0,0.05999999999999961,5,0.02232397075563597,0.5999999999999961,0.25,0.02232397075563597
90,0,0.046785492449998856,0.8016700148582458,0.0,0.0,0.6521567106246948,7.539999999999999,450,93.97715472481828,,0,0,0.08999999999999986,5,-0.00215673469359956,0.8999999999999986,0.25,-0.00215673469359956
91,0,0.5515033602714539,0.0,0.0,1.0,0.5442109704017639,7.62,455,93.9829437776374,,0,0,0.08000000000000096,5,0.005789052819125118,0.8000000000000096,0.25,0.005789052819125118
92,0,0.0,0.0,0.8951935768127441,1.0,0.005306959617882967,7.6499999999999995,460,94.02763681786243,,0,0,0.02999999999999936,5,0.0446930402250274,0.2999999999999936,0.25,0.0446930402250274
93,0,0.0,0.0,0.4056924283504486,0.0,0.11402712017297745,7.6899999999999995,465,94.06360969584684,,0,0,0.040000000000000036,5,0.03597287798440618,0.40000000000000036,0.25,0.03597287798440618
94,0,1.0,1.0,0.0,0.0,0.22245770692825317,7.739999999999999,470,94.0911519963356,,0,0,0.04999999999999982,5,0.027542300488761384,0.4999999999999982,0.25,0.027542300488761384
95,0,0.0,0.372488796710968,0.0,0.14693579077720642,0.007959607057273388,7.7700000000000005,475,94.13319238900634,,0,0,0.030000000000001137,5,0.04204039267074222,0.30000000000001137,0.25,0.04204039267074222
96,0,0.28374603390693665,0.0,0.0,0.0,-0.20606745779514313,7.779999999999999,480,94.18925984016731,,0,0,0.009999999999998899,5,0.05606745116097045,0.09999999999998899,0.25,0.05606745116097045
97,0,1.0,1.0,0.0,0.012215966358780861,-0.0974772647023201,7.8,485,94.23673710654647,,0,0,0.020000000000000462,5,0.047477266379161165,0.20000000000000462,0.25,0.047477266379161165
98,0,0.0,0.0,0.41872140765190125,0.0,0.2254606932401657,7.85,490,94.26127640909424,,0,0,0.04999999999999982,5,0.024539302547765374,0.4999999999999982,0.25,0.024539302547765374
99,0,0.0,0.0,0.0,0.0,0.7621444463729858,7.95,495,94.24913194444444,,0,0,0.10000000000000053,5,-0.012144464649793463,1.0000000000000053,0.25,-0.012144464649793463
100,0,0.605390727519989,0.0,0.0,0.0,0.011781382374465466,7.9799999999999995,500,94.28735056195863,,0,0,0.02999999999999936,5,0.038218617514189646,0.2999999999999936,0.25,0.038218617514189646
101,0,1.0,0.7066411972045898,0.0,0.26789191365242004,0.012968786060810089,8.01,505,94.32438177566782,,0,0,0.03000000000000025,5,0.037031213709184385,0.3000000000000025,0.25,0.037031213709184385
102,0,0.8543925881385803,0.4246043860912323,0.0,0.05573580414056778,0.22774504125118256,8.06,510,94.34663673984709,,0,0,0.05000000000000071,5,0.0222549641792682,0.5000000000000071,0.25,0.0222549641792682
103,0,0.0,0.7171395421028137,0.9430102109909058,0.0,0.2281901091337204,8.110000000000001,515,94.3684466356503,,0,0,0.05000000000000071,5,0.021809895803215795,0.5000000000000071,0.25,0.021809895803215795
104,0,0.056783322244882584,0.0,0.0,0.0,0.3354971706867218,8.17,520,94.38294946717085,,0,0,0.05999999999999872,5,0.0145028315205451,0.5999999999999872,0.25,0.0145028315205451
105,0,0.6243679523468018,0.0,1.0,0.7038598656654358,0.44258934259414673,8.24,525,94.39036013343318,,0,0,0.07000000000000028,5,0.007410666262330778,0.7000000000000028,0.25,0.007410666262330778
106,0,0.009168306365609169,0.39367398619651794,0.8394574522972107,0.9563047885894775,0.12213174253702164,8.28,530,94.41822839422947,,0,0,0.03999999999999915,5,0.02786826079629634,0.3999999999999915,0.25,0.02786826079629634
107,0,0.0,0.5631732940673828,0.0,0.0,-0.09068074822425842,8.3,535,94.45890913946191,,0,0,0.02000000000000135,5,0.04068074523243581,0.2000000000000135,0.25,0.04068074523243581
108,0,0.0,0.0,0.9406046867370605,0.0,-0.08990070223808289,8.32,540,94.49880983866701,,0,0,0.019999999999999574,5,0.03990069920510564,0.19999999999999574,0.25,0.03990069920510564
109,0,0.15270130336284637,0.0,0.5760097503662109,0.0,-0.19569209218025208,8.33,545,94.54450193201912,,0,0,0.009999999999999787,5,0.04569209335210189,0.09999999999999787,0.25,0.04569209335210189
110,0,0.25682058930397034,1.0,0.0,0.23927129805088043,0.23111799359321594,8.38,550,94.56338393668095,,0,0,0.05000000000000071,5,0.018882004661833207,0.5000000000000071,0.25,0.018882004661833207
111,0,0.4148659408092499,0.0,0.0,0.8955427408218384,0.23146992921829224,8.43,555,94.58191400475609,,0,0,0.049999999999998934,5,0.018530068075136796,0.49999999999998934,0.25,0.018530068075136796
112,0,0.3491586446762085,0.0,1.0,1.0,0.44454774260520935,8.5,560,94.587366276108,,0,0,0.07000000000000028,5,0.005452271351913396,0.7000000000000028,0.25,0.005452271351913396
113,0,1.0,0.0,0.0,0.0,0.5509570240974426,8.58,565,94.58640923717584,,0,0,0.08000000000000007,5,-0.0009570389321567063,0.8000000000000007,0.25,-0.0009570389321567063
114,0,0.3259889781475067,0.0,1.0,1.0,0.23218265175819397,8.63,570,94.60422658496937,,0,0,0.05000000000000071,5,0.01781734779352462,0.5000000000000071,0.25,0.01781734779352462
115,0,0.22614888846874237,0.0,0.0,0.8881190419197083,0.33869898319244385,8.690000000000001,575,94.61552760394076,,0,0,0.0600000000000005,5,0.011301018971394683,0.600000000000005,0.25,0.011301018971394683
116,0,0.0,0.0,1.0,0.0,-0.19180475175380707,8.7,580,94.65733235077377,,0,0,0.00999999999999801,5,0.04180474683300872,0.0999999999999801,0.25,0.04180474683300872
117,0,0.2853192389011383,0.0,1.0,0.0,-0.08498002588748932,8.72,585,94.6923123744598,,0,0,0.02000000000000135,5,0.034980023686031814,0.2000000000000135,0.25,0.034980023686031814
118,0,0.0,0.0,0.5792259573936462,0.21380606293678284,0.021665578708052635,8.75,590,94.7206467961868,,0,0,0.02999999999999936,5,0.02833442172699563,0.2999999999999936,0.25,0.02833442172699563
119,0,0.2868696451187134,0.0,0.0,0.8122333288192749,0.3401007056236267,8.81,595,94.73054608529218,,0,0,0.0600000000000005,5,0.009899289105376852,0.600000000000005,0.25,0.009899289105376852
120,0,0.0,0.16251544654369354,0.32907766103744507,0.4414381980895996,0.44620072841644287,8.88,600,94.73434535104364,,0,0,0.07000000000000028,5,0.0037992657514678285,0.7000000000000028,0.25,0.0037992657514678285
121,0,1.0,1.0,0.0,1.0,0.5521447658538818,8.959999999999999,605,94.73220059968253,,0,0,0.0799999999999983,5,-0.002144751361115027,0.799999999999983,0.25,-0.002144751361115027
122,0,0.5047006607055664,0.0,0.0,1.0,0.5521084666252136,9.04,610,94.73009210679724,,0,0,0.08000000000000007,5,-0.002108492885284363,0.8000000000000007,0.25,-0.002108492885284363
123,0,0.0,0.0,0.0,1.0,0.5520731210708618,9.120000000000001,615,94.72801896063356,,0,0,0.08000000000000185,5,-0.002073146163681372,0.8000000000000185,0.25,-0.002073146163681372
124,0,0.22617779672145844,0.0,1.0,1.0,0.5520386695861816,9.2,620,94.72598027975235,,0,0,0.0799999999999983,5,-0.002038680881213395,0.799999999999983,0.25,-0.002038680881213395
125,0,1.0,0.0,0.10596711933612823,0.0,0.44631969928741455,9.27,625,94.72966058331912,,0,0,0.07000000000000028,5,0.0036803035667674067,0.7000000000000028,0.25,0.0036803035667674067
126,0,0.0,1.0,0.0,0.0,0.4463798701763153,9.34,630,94.73328070373294,,0,0,0.07000000000000028,5,0.0036201204138279763,0.7000000000000028,0.25,0.0036201204138279763
127,0,0.0,0.0,0.0,0.7665568590164185,0.44643861055374146,9.41,635,94.73684210526315,,0,0,0.07000000000000028,5,0.0035614015302058988,0.7000000000000028,0.25,0.0035614015302058988
128,0,0.0,0.0,0.49509236216545105,0.04927080124616623,0.4464958906173706,9.48,640,94.74034620505992,,0,0,0.07000000000000028,5,0.003504099796771243,0.7000000000000028,0.25,0.003504099796771243
129,0,0.6450393199920654,0.0,0.0,0.3232257068157196,0.4465518295764923,9.55,645,94.7437943750344,,0,0,0.07000000000000028,5,0.0034481699744759453,0.7000000000000028,0.25,0.0034481699744759453
130,0,0.0,0.0,0.0,0.0,0.44660642743110657,9.62,650,94.74718794364966,,0,0,0.06999999999999851,5,0.0033935686152659628,0.6999999999999851,0.25,0.0033935686152659628
131,0,0.0,1.0,1.0,0.861333966255188,0.44665974378585815,9.69,655,94.75052819762718,,0,0,0.07000000000000028,5,0.003340253977512475,0.7000000000000028,0.25,0.003340253977512475
132,0,0.0,0.0,0.2917460501194,1.0,-0.29091450572013855,9.69,660,94.79144270049453,,0,0,0.0,5,0.0409145028673521,0.0,0.25,0.0409145028673521
133,0,0.6564282178878784,1.0,0.0,0.0,0.23638643324375153,9.74,665,94.80505626966772,,0,0,0.05000000000000071,5,0.013613569173188012,0.5000000000000071,0.25,0.013613569173188012
134,0,0.11973421275615692,0.0,1.0,0.8036596775054932,0.5524734258651733,9.82,670,94.80258283052821,,0,0,0.08000000000000007,5,-0.0024734391395071498,0.8000000000000007,0.25,-0.0024734391395071498
135,0,1.0,0.6825439929962158,0.37266775965690613,0.0,0.8681929111480713,9.93,675,94.78438993644625,,0,0,0.10999999999999943,5,-0.018192894081963118,1.0999999999999943,0.25,-0.018192894081963118
136,0,1.0,1.0,0.7726490497589111,0.5695168972015381,0.2366418093442917,9.98,680,94.7977481234362,,0,0,0.05000000000000071,5,0.013358186989947285,0.5000000000000071,0.25,0.013358186989947285
137,0,1.0,1.0,0.0,0.0,0.4471893906593323,10.05,685,94.80055874592581,,0,0,0.07000000000000028,5,0.0028106224896191634,0.7000000000000028,0.25,0.0028106224896191634
138,0,1.0,1.0,0.5925158262252808,1.0,0.6575013399124146,10.14,690,94.79305740987985,,0,0,0.08999999999999986,5,-0.007501336045962148,0.8999999999999986,0.25,-0.007501336045962148
139,0,0.0,0.0,0.6310135126113892,0.3366035521030426,1.2879730463027954,10.290000000000001,695,94.75508435700087,,0,0,0.15000000000000036,5,-0.037973052878982116,1.5000000000000036,0.25,-0.037973052878982116
140,0,1.0,0.0,1.0,0.4705536365509033,1.287415862083435,10.440000000000001,700,94.71766848816029,,0,0,0.15000000000000036,5,-0.03741586884058279,1.5000000000000036,0.25,-0.03741586884058279
