strategy,steps_mean,steps_std,distance_mean,distance_std,coverage_mean,coverage_std,sensing_redundancy_mean,sensing_redundancy_std,visit_overlap_mean,visit_overlap_std,movement_efficiency_mean,movement_efficiency_std,mean_pairwise_distance_mean,mean_pairwise_distance_std,nodes_expanded_mean,nodes_expanded_std
cluster_frontier,698.4,57.26517266192429,3492.0,286.32586330962135,90.03,0.03316624790355557,90.89168202924351,0.8066181597553377,8.569737549124813,2.6978445963245297,0.7987791988933852,0.017945704802363713,38.57071308767123,3.144131080195729,2572674.8,2554896.628266729
cluster_utility_frontier,694.8,41.70971109945501,3474.0,208.54855549727498,90.054,0.03974921382870023,90.86079091424756,0.5154137338784582,8.554904808295216,2.910947060196518,0.8264196806806687,0.03328381844017175,41.49038318583381,5.603588077058977,925122.4,214875.77339663028
hungarian_astar_frontier,603.8,45.07438296859981,3019.0,225.37191484299902,90.078,0.047644516998289206,89.37415121623947,0.7581254876224066,7.58027589622439,2.5082801714545364,0.8193751607470089,0.012174335453485334,42.65748150901129,3.829960217676582,575322014702.6,223731727351.65396
hungarian_bfs_frontier,604.2,23.381616710569872,3021.0,116.90808355284929,90.09,0.03937003937005912,89.45400165251536,0.4142004032722205,7.43741811764932,1.9190267307249302,0.8273661167563242,0.011944315193286032,40.063470986345344,2.85979567058605,71324586.6,16011063.500804646
