timestep,episode,alpha,beta,gamma,delta,reward,coverage,distance,redundancy,assigned_drones,no_centroid_path,no_frontier_path,delta_coverage,delta_distance,delta_redundancy,coverage_reward,distance_penalty,redundancy_penalty
79915,61,0.0,0.537560224533081,0.0,0.0,1.0494844913482666,39.26,1380,89.9987262769074,,0,0,0.13000000000000256,5,0.0005155057497745474,1.3000000000000256,0.25,0.0005155057497745474
79916,61,0.8543314933776855,1.0,0.19382108747959137,0.0,0.9469490647315979,39.379999999999995,1385,90.00177723614391,,0,0,0.11999999999999744,5,0.0030509592365035587,1.1999999999999744,0.25,0.0030509592365035587
79917,61,0.0,1.0,0.6295716166496277,0.0,1.5621520280838013,39.56,1390,89.98962524355375,,0,0,0.18000000000000682,5,-0.012151992590162308,1.8000000000000682,0.25,-0.012151992590162308
79918,61,1.0,1.0,0.1256849467754364,0.0,1.9721591472625732,39.78,1395,89.96746614208973,,0,0,0.21999999999999886,5,-0.022159101464012565,2.1999999999999886,0.25,-0.022159101464012565
79919,61,0.0,0.0,0.005234137177467346,0.0,1.7669848203659058,39.98,1400,89.95048136138551,,0,0,0.19999999999999574,5,-0.01698478070422027,1.9999999999999574,0.25,-0.01698478070422027
79920,61,0.0,0.9318588376045227,0.5017913579940796,0.0,1.8693777322769165,40.19,1405,89.93110359513967,,0,0,0.21000000000000085,5,-0.019377766245838757,2.1000000000000085,0.25,-0.019377766245838757
79921,61,0.1724158376455307,1.0,0.704348087310791,0.0,1.2530101537704468,40.339999999999996,1410,89.92809347847798,,0,0,0.14999999999999858,5,-0.003010116661698703,1.4999999999999858,0.25,-0.003010116661698703
79922,61,0.8532024621963501,0.9789533615112305,0.0,0.0,1.252989649772644,40.489999999999995,1415,89.9251038841474,,0,0,0.14999999999999858,5,-0.0029895943305717765,1.4999999999999858,0.25,-0.0029895943305717765
79923,61,0.0,1.0,0.0,0.0,1.2529692649841309,40.64,1420,89.92213460298566,,0,0,0.15000000000000568,5,-0.0029692811617394455,1.5000000000000568,0.25,-0.0029692811617394455
79924,61,0.04320749640464783,0.45719969272613525,0.0,0.0,1.4578919410705566,40.81,1425,89.9142426414255,,0,0,0.1700000000000017,5,-0.00789196156016203,1.700000000000017,0.25,-0.00789196156016203
79925,61,1.0,1.0,0.0,0.0,1.4578386545181274,40.98,1430,89.9064039408867,,0,0,0.1699999999999946,5,-0.007838700538798093,1.699999999999946,0.25,-0.007838700538798093
79926,61,0.0,1.0,0.0,0.0,1.7651503086090088,41.18,1435,89.89125365147163,,0,0,0.20000000000000284,5,-0.015150289415075235,2.0000000000000284,0.25,-0.015150289415075235
79927,61,1.0,1.0,0.0,0.0,1.8662567138671875,41.39,1440,89.87499694219527,,0,0,0.21000000000000085,5,-0.016256709276362358,2.1000000000000085,0.25,-0.016256709276362358
79928,61,0.0,1.0,0.0,0.0,2.173457384109497,41.63,1445,89.8515394554009,,0,0,0.240000000000002,5,-0.023457486794370652,2.40000000000002,0.25,-0.023457486794370652
79929,61,0.0,1.0,0.0,0.0,2.173048496246338,41.870000000000005,1450,89.82849091439121,,0,0,0.240000000000002,5,-0.02304854100968612,2.40000000000002,0.25,-0.02304854100968612
79930,61,0.0,1.0,0.0,0.0,2.172888994216919,42.11,1455,89.80560195608493,,0,0,0.23999999999999488,5,-0.022888958306282348,2.399999999999949,0.25,-0.022888958306282348
79931,61,0.0,1.0,1.0,0.0,1.8657397031784058,42.32,1460,89.78986224034355,,0,0,0.21000000000000085,5,-0.01573971574137545,2.1000000000000085,0.25,-0.01573971574137545
79932,61,0.21632711589336395,1.0,0.0,0.0,1.6605777740478516,42.51,1465,89.77928447778419,,0,0,0.18999999999999773,5,-0.0105777625593646,1.8999999999999773,0.25,-0.0105777625593646
79933,61,0.7228282690048218,1.0,1.0,0.0,2.172485589981079,42.75,1470,89.7567988498862,,0,0,0.240000000000002,5,-0.0224856278979928,2.40000000000002,0.25,-0.0224856278979928
79934,61,0.0,1.0,0.2713843286037445,0.22010791301727295,2.1723320484161377,42.99,1475,89.73446678446916,,0,0,0.240000000000002,5,-0.022332065417032254,2.40000000000002,0.25,-0.022332065417032254
79935,61,0.0,1.0,0.0,0.0,0.9436229467391968,43.11,1480,89.74084386378239,,0,0,0.11999999999999744,5,0.006377079313224954,1.1999999999999744,0.25,0.006377079313224954
79936,61,0.17031073570251465,0.8724551200866699,1.0,0.0,1.3529095649719238,43.269999999999996,1485,89.73793430570379,,0,0,0.1599999999999966,5,-0.0029095580785991615,1.599999999999966,0.25,-0.0029095580785991615
79937,61,1.0,1.0,0.8018708229064941,0.0,1.3528897762298584,43.43,1490,89.73504455316835,,0,0,0.1600000000000037,5,-0.002889752535438106,1.600000000000037,0.25,-0.002889752535438106
79938,61,0.13486628234386444,1.0,0.0,0.0,0.9434479475021362,43.55,1495,89.7415965891692,,0,0,0.11999999999999744,5,0.006552036000854855,1.1999999999999744,0.25,0.006552036000854855
79939,61,0.7410339117050171,1.0,0.11212220042943954,0.0,1.045839786529541,43.68,1500,89.74575674343264,,0,0,0.13000000000000256,5,0.004160154263431082,1.3000000000000256,0.25,0.004160154263431082
79940,61,0.0,1.0,0.7883154153823853,0.0,0.6367487907409668,43.769999999999996,1505,89.75900795507721,,0,0,0.0899999999999963,5,0.013251211644572436,0.899999999999963,0.25,0.013251211644572436
79941,61,0.0,1.0,0.4230375587940216,0.0,0.7394076585769653,43.87,1510,89.76960029849354,,0,0,0.10000000000000142,5,0.010592343416334415,1.0000000000000142,0.25,0.010592343416334415
79942,61,0.4890074133872986,1.0,0.0,0.0,0.7394775748252869,43.97,1515,89.78012272220155,,0,0,0.10000000000000142,5,0.01052242370801082,1.0000000000000142,0.25,0.01052242370801082
79943,61,0.0,0.7697703838348389,0.26890403032302856,0.29532182216644287,0.432596892118454,44.04,1520,89.79752583051476,,0,0,0.07000000000000028,5,0.017403108313203575,0.7000000000000028,0.25,0.017403108313203575
79944,61,0.7234014272689819,0.037607789039611816,0.0,0.0,0.3304019868373871,44.1,1525,89.8171238570241,,0,0,0.060000000000002274,5,0.019598026509342503,0.6000000000000227,0.25,0.019598026509342503
79945,61,1.0,1.0,1.0,0.0,0.3305300772190094,44.16,1530,89.83659378596087,,0,0,0.05999999999999517,5,0.019469928936771908,0.5999999999999517,0.25,0.019469928936771908
79946,61,0.0,1.0,0.0,0.0,0.8421269059181213,44.269999999999996,1535,89.84446687465591,,0,0,0.10999999999999943,5,0.007873088695035335,1.0999999999999943,0.25,0.007873088695035335
79947,61,0.0,1.0,1.0,0.0,0.9444645643234253,44.39,1540,89.8500022865505,,0,0,0.12000000000000455,5,0.0055354118945984965,1.2000000000000455,0.25,0.0055354118945984965
79948,61,0.2988186776638031,1.0,1.0,0.43648862838745117,0.8433771729469299,44.5,1545,89.85662510542272,,0,0,0.10999999999999943,5,0.006622818872216385,1.0999999999999943,0.25,0.006622818872216385
79949,61,0.0,1.0,1.0,0.0,1.1500048637390137,44.64,1550,89.85662023676974,,0,0,0.14000000000000057,5,-4.868652979439503e-06,1.4000000000000057,0.25,-4.868652979439503e-06
79950,61,1.0,1.0,0.0,0.0,1.0477396249771118,44.769999999999996,1555,89.85888055813533,,0,0,0.12999999999999545,5,0.0022603213655827403,1.2999999999999545,0.25,0.0022603213655827403
79951,61,1.0,0.2882193326950073,0.0,0.0,1.1500118970870972,44.91,1560,89.8588686914305,,0,0,0.14000000000000057,5,-1.1866704824115004e-05,1.4000000000000057,0.25,-1.1866704824115004e-05
79952,61,0.7261666059494019,1.0,0.0,0.0,0.6387563347816467,45.0,1565,89.87011232919883,,0,0,0.09000000000000341,5,0.011243637768330927,0.9000000000000341,0.25,0.011243637768330927
79953,61,0.031738072633743286,1.0,0.6545819640159607,0.261963427066803,0.6388260126113892,45.09,1570,89.88128632660846,,0,0,0.09000000000000341,5,0.0111739974096281,0.9000000000000341,0.25,0.0111739974096281
79954,61,1.0,1.0,0.3670002818107605,0.0,0.7411321997642517,45.190000000000005,1575,89.89015414215083,,0,0,0.10000000000000142,5,0.008867815542373592,1.0000000000000142,0.25,0.008867815542373592
79955,61,1.0,1.0,0.5759973526000977,0.11718004941940308,0.4342707395553589,45.26,1580,89.90588340247112,,0,0,0.06999999999999318,5,0.015729260320284766,0.6999999999999318,0.25,0.015729260320284766
79956,61,0.6267518997192383,1.0,0.0,0.0,0.22992123663425446,45.31,1585,89.92596215843653,,0,0,0.05000000000000426,5,0.02007875596541453,0.5000000000000426,0.25,0.02007875596541453
79957,61,1.0,1.0,0.9740654230117798,0.0,0.23004496097564697,45.36,1590,89.94591719124035,,0,0,0.04999999999999716,5,0.019955032803821382,0.4999999999999716,0.25,0.019955032803821382
79958,61,0.0,1.0,0.058470338582992554,0.0,0.12684957683086395,45.4,1595,89.9690676093681,,0,0,0.03999999999999915,5,0.023150418127741546,0.3999999999999915,0.25,0.023150418127741546
79959,61,0.9311603903770447,0.9248642921447754,0.5856345295906067,0.7300418019294739,0.4333832263946533,45.47,1600,89.98568439599163,,0,0,0.07000000000000028,5,0.016616786623529833,0.7000000000000028,0.25,0.016616786623529833
79960,61,0.2015400230884552,1.0,0.5489461421966553,0.0,0.43348899483680725,45.540000000000006,1605,90.00219538968167,,0,0,0.07000000000000739,5,0.016510993690047826,0.7000000000000739,0.25,0.016510993690047826
79961,61,1.0,1.0,0.0,0.0,-0.07734832167625427,45.56,1610,90.02954371375425,,0,0,0.01999999999999602,5,0.027348324072576702,0.1999999999999602,0.25,0.027348324072576702
79962,61,1.0,1.0,0.0,0.0,0.22958625853061676,45.61,1615,90.04995745980497,,0,0,0.04999999999999716,5,0.020413746050721215,0.4999999999999716,0.25,0.020413746050721215
79963,61,0.3766999840736389,0.9099897146224976,0.0,0.0,0.4351438581943512,45.68,1620,90.06481360650747,,0,0,0.07000000000000028,5,0.014856146702499018,0.7000000000000028,0.25,0.014856146702499018
79964,61,1.0,1.0,1.0,0.3571015000343323,0.8439069986343384,45.79,1625,90.070906607108,,0,0,0.10999999999999943,5,0.006093000600529308,1.0999999999999943,0.25,0.006093000600529308
79965,61,1.0,1.0,0.33817917108535767,0.0,1.354753017425537,45.95,1630,90.0661535800761,,0,0,0.1600000000000037,5,-0.00475302703189584,1.600000000000037,0.25,-0.00475302703189584
79966,61,0.7958296537399292,1.0,0.45224496722221375,0.0,0.6396366953849792,46.04,1635,90.0765168660416,,0,0,0.0899999999999963,5,0.010363285965496516,0.899999999999963,0.25,0.010363285965496516
79967,61,0.43836912512779236,1.0,0.9157770872116089,0.0,0.8439965844154358,46.150000000000006,1640,90.08252030773198,,0,0,0.11000000000000654,5,0.0060034416903818055,1.1000000000000654,0.25,0.0060034416903818055
79968,61,0.0,1.0,0.0,0.0,0.8440322875976562,46.26,1645,90.08848799091552,,0,0,0.10999999999999233,5,0.005967683183541794,1.0999999999999233,0.25,0.005967683183541794
79969,61,0.5710654258728027,1.0,0.17862620949745178,0.0,0.8440677523612976,46.37,1650,90.09442023412801,,0,0,0.10999999999999943,5,0.005932243212484423,1.0999999999999943,0.25,0.005932243212484423
79970,61,0.0,0.4993325471878052,0.0,0.0,1.0483626127243042,46.5,1655,90.09605759195757,,0,0,0.13000000000000256,5,0.0016373578295656444,1.3000000000000256,0.25,0.0016373578295656444
79971,61,0.1069083958864212,1.0,0.5967552661895752,0.0,1.6611138582229614,46.69,1660,90.08494372478233,,0,0,0.18999999999999773,5,-0.011113867175239989,1.8999999999999773,0.25,-0.011113867175239989
79972,61,0.0,1.0,0.3134844899177551,0.0,2.273752450942993,46.94,1665,90.06119121726059,,0,0,0.25,5,-0.023752507521749067,2.5,0.25,-0.023752507521749067
79973,61,0.1718187928199768,1.0,0.0,0.0,1.865378737449646,47.15,1670,90.04581248548568,,0,0,0.21000000000000085,5,-0.015378731774902121,2.1000000000000085,0.25,-0.015378731774902121
79974,61,1.0,0.9870416522026062,0.7326684594154358,1.0,1.865289330482483,47.36,1675,90.03052310283128,,0,0,0.21000000000000085,5,-0.015289382654401606,2.1000000000000085,0.25,-0.015289382654401606
79975,61,0.07494351267814636,0.9937845468521118,0.0,0.0,1.4568049907684326,47.53,1680,90.02371806981088,,0,0,0.1700000000000017,5,-0.00680503302039881,1.700000000000017,0.25,-0.00680503302039881
79976,61,1.0,1.0,1.0,0.0,1.7630443572998047,47.73,1685,90.01067369875055,,0,0,0.19999999999999574,5,-0.013044371060331628,1.9999999999999574,0.25,-0.013044371060331628
79977,61,0.22069799900054932,1.0,0.0,0.0,1.6608823537826538,47.92,1690,89.9997913145099,,0,0,0.19000000000000483,5,-0.010882384240645138,1.9000000000000483,0.25,-0.010882384240645138
79978,61,0.5975871086120605,1.0,0.0,0.07350689172744751,1.762900710105896,48.120000000000005,1695,89.98689056745116,,0,0,0.20000000000000284,5,-0.012900747058750994,2.0000000000000284,0.25,-0.012900747058750994
79979,61,0.0,1.0,0.24796685576438904,0.0,1.2526601552963257,48.27,1700,89.98423040212474,,0,0,0.14999999999999858,5,-0.002660165326417996,1.4999999999999858,0.25,-0.002660165326417996
79980,61,1.0,1.0,0.10203978419303894,0.0,1.151612401008606,48.41,1705,89.98261805239416,,0,0,0.13999999999999346,5,-0.001612349730578444,1.3999999999999346,0.25,-0.001612349730578444
79981,61,0.0,1.0,1.0,0.0,1.25346040725708,48.559999999999995,1710,89.97915763841598,,0,0,0.14999999999999858,5,-0.00346041397817487,1.4999999999999858,0.25,-0.00346041397817487
79982,61,0.9307292699813843,1.0,0.19581511616706848,0.0,1.6616733074188232,48.75,1715,89.96748435956536,,0,0,0.19000000000000483,5,-0.011673278850622637,1.9000000000000483,0.25,-0.011673278850622637
79983,61,0.0,1.0,0.8275657296180725,0.2132323980331421,1.253400206565857,48.9,1720,89.96408414571574,,0,0,0.14999999999999858,5,-0.003400213849616307,1.4999999999999858,0.25,-0.003400213849616307
79984,61,0.0,1.0,1.0,0.0,1.3544009923934937,49.059999999999995,1725,89.95968319587418,,0,0,0.1599999999999966,5,-0.004400949841567581,1.599999999999966,0.25,-0.004400949841567581
79985,61,0.31176790595054626,1.0,0.0,0.0,1.049073338508606,49.19,1730,89.9606098332551,,0,0,0.13000000000000256,5,0.0009266373809282413,1.3000000000000256,0.25,0.0009266373809282413
79986,61,0.7539942264556885,1.0,0.4072696566581726,0.0,1.151113748550415,49.33,1735,89.95949604119599,,0,0,0.14000000000000057,5,-0.001113792059115326,1.4000000000000057,0.25,-0.001113792059115326
79987,61,0.5811780095100403,1.0,0.04079744964838028,0.0,1.1511077880859375,49.47,1740,89.9583883081295,,0,0,0.14000000000000057,5,-0.0011077330664903684,1.4000000000000057,0.25,-0.0011077330664903684
79988,61,1.0,1.0,0.0,0.0,1.3541336059570312,49.63,1745,89.9542547162173,,0,0,0.1600000000000037,5,-0.004133591912193424,1.600000000000037,0.25,-0.004133591912193424
79989,61,0.0,1.0,1.0,0.0,1.2520920038223267,49.78,1750,89.95216276769675,,0,0,0.14999999999999858,5,-0.0020919485205581623,1.4999999999999858,0.25,-0.0020919485205581623
79990,61,0.19685214757919312,1.0,0.8443088531494141,0.0,1.7621442079544067,49.980000000000004,1755,89.94001851777304,,0,0,0.20000000000000284,5,-0.012144249923707662,2.0000000000000284,0.25,-0.012144249923707662
79991,61,0.0,1.0,0.0,0.0,1.9660907983779907,50.2,1760,89.92392766102647,,0,0,0.21999999999999886,5,-0.016090856746572513,2.1999999999999886,0.25,-0.016090856746572513
79992,61,0.0,1.0,0.6618173122406006,0.40214163064956665,1.0479868650436401,50.33,1765,89.92594075260209,,0,0,0.12999999999999545,5,0.0020130915756197965,1.2999999999999545,0.25,0.0020130915756197965
79993,61,1.0,1.0,0.0,0.0,1.047998070716858,50.46000000000001,1770,89.92794267350645,,0,0,0.13000000000000966,5,0.002001920904362464,1.3000000000000966,0.25,0.002001920904362464
79994,61,0.0,1.0,1.0,0.0,0.946018636226654,50.580000000000005,1775,89.93192404156216,,0,0,0.11999999999999744,5,0.003981368055704593,1.1999999999999744,0.25,0.003981368055704593
79995,61,1.0,1.0,0.6718648672103882,0.0,0.8440555930137634,50.690000000000005,1780,89.9378684717232,,0,0,0.10999999999999943,5,0.005944430161051173,1.0999999999999943,0.25,0.005944430161051173
79996,61,1.0,1.0,0.2700043022632599,0.0,0.8430930376052856,50.8,1785,89.94477543991607,,0,0,0.10999999999999233,5,0.006906968192865293,1.0999999999999233,0.25,0.006906968192865293
79997,61,0.747172474861145,1.0,0.4500090479850769,0.0,1.2508288621902466,50.949999999999996,1790,89.94394663087672,,0,0,0.14999999999999858,5,-0.0008288090393477887,1.4999999999999858,0.25,-0.0008288090393477887
79998,61,0.0,0.9667591452598572,0.014967963099479675,0.0,1.454760193824768,51.12,1795,89.93918639664639,,0,0,0.1700000000000017,5,-0.004760234230332117,1.700000000000017,0.25,-0.004760234230332117
79999,61,0.0,1.0,0.0,0.0,1.3527706861495972,51.28,1800,89.93641573121909,,0,0,0.1600000000000037,5,-0.002770665427306085,1.600000000000037,0.25,-0.002770665427306085
80000,61,0.0,1.0,0.0,0.0,1.6586257219314575,51.470000000000006,1805,89.92779006281677,,0,0,0.19000000000000483,5,-0.008625668402316933,1.9000000000000483,0.25,-0.008625668402316933
80001,61,0.0,1.0,0.5678148865699768,0.0,1.6585768461227417,51.66,1810,89.91921320688444,,0,0,0.18999999999999062,5,-0.008576855932332705,1.8999999999999062,0.25,-0.008576855932332705
80002,61,0.0,1.0,0.2215007245540619,0.030243873596191406,1.8624202013015747,51.870000000000005,1815,89.90679301823276,,0,0,0.21000000000000796,5,-0.01242018865167438,2.1000000000000796,0.25,-0.01242018865167438
80003,61,1.0,1.0,0.0,0.0032185912132263184,1.862350344657898,52.080000000000005,1820,89.89444271965228,,0,0,0.21000000000000085,5,-0.012350298580486196,2.1000000000000085,0.25,-0.012350298580486196
80004,61,0.9005532264709473,0.9429756999015808,0.0,0.0,1.6584111452102661,52.27,1825,89.88603161703527,,0,0,0.18999999999999773,5,-0.008411102617003507,1.8999999999999773,0.25,-0.008411102617003507
80005,61,1.0,1.0,0.5204051733016968,0.0,1.8622231483459473,52.480000000000004,1830,89.87380851310152,,0,0,0.21000000000000085,5,-0.012223103933749258,2.1000000000000085,0.25,-0.012223103933749258
80006,61,1.0,0.5088346004486084,0.0,0.0,0.9448375701904297,52.6,1835,89.8789709645764,,0,0,0.11999999999999744,5,0.005162451474873819,1.1999999999999744,0.25,0.005162451474873819
80007,61,1.0,1.0,0.6369101405143738,0.0,0.9448662996292114,52.72,1840,89.88410468953873,,0,0,0.11999999999999744,5,0.0051337249623344405,1.1999999999999744,0.25,0.0051337249623344405
80008,61,0.0,0.0,0.0,0.0,0.8429812788963318,52.83,1845,89.8911233998584,,0,0,0.10999999999999943,5,0.007018710319670163,1.0999999999999943,0.25,0.007018710319670163
80009,61,0.0,1.0,0.0,0.0,0.6392037868499756,52.92,1850,89.90191962752357,,0,0,0.09000000000000341,5,0.010796227665167635,0.9000000000000341,0.25,0.010796227665167635
80010,61,0.0,1.0,1.0,0.6137546300888062,0.7411662936210632,53.02,1855,89.91075336339937,,0,0,0.10000000000000142,5,0.008833735875796833,1.0000000000000142,0.25,0.008833735875796833
