strategy,run_id,map_seed,timestep,coverage,total_distance,overlap_percentage
random,5,5,107,2.32,535,98.17710379508132
random,5,5,108,2.36,540,98.16385279701237
random,5,5,109,2.3800000000000003,545,98.16626858771862
random,5,5,110,2.41,550,98.16114756600031
random,5,5,111,2.41,555,98.17934577321145
random,5,5,112,2.42,560,98.18916492068243
random,5,5,113,2.42,565,98.2062115484397
random,5,5,114,2.45,570,98.19958847736625
random,5,5,115,2.4899999999999998,575,98.18645302257829
random,5,5,116,2.4899999999999998,580,98.20307425849751
random,5,5,117,2.4899999999999998,585,98.2187567064883
random,5,5,118,2.5,590,98.22695035460993
random,5,5,119,2.5,595,98.24216003375052
random,5,5,120,2.5,600,98.25650324290397
random,5,5,121,2.5,605,98.26989619377161
random,5,5,122,2.52,610,98.26887408119805
random,5,5,123,2.52,615,98.28115408225906
random,5,5,124,2.52,620,98.29441624365482
random,5,5,125,2.53,625,98.30110126242278
random,5,5,126,2.53,630,98.31400773024124
random,5,5,127,2.53,635,98.32738331349994
random,5,5,128,2.53,640,98.34098360655737
random,5,5,129,2.53,645,98.35468556935683
random,5,5,130,2.55,650,98.35526315789474
random,5,5,131,2.55,655,98.36862644744419
random,5,5,132,2.55,660,98.38177433684477
random,5,5,133,2.55,665,98.39481304293088
random,5,5,134,2.55,670,98.40814033335414
random,5,5,135,2.55,675,98.4216390195593
random,5,5,136,2.56,680,98.42935149395669
random,5,5,137,2.6,685,98.41868385841138
random,5,5,138,2.6,690,98.43212928903094
random,5,5,139,2.64,695,98.42095819127938
random,5,5,140,2.65,700,98.4272997032641
random,5,5,141,2.65,705,98.44035077393914
random,5,5,142,2.65,710,98.453187018445
random,5,5,143,2.7,715,98.43641417651146
random,5,5,144,2.71,720,98.44243922064486
random,5,5,145,2.71,725,98.45319634703196
random,5,5,146,2.7199999999999998,730,98.4581372938042
random,5,5,147,2.7199999999999998,735,98.4691580369203
random,5,5,148,2.73,740,98.47434894378004
random,5,5,149,2.73,745,98.4850166481687
random,5,5,150,2.76,750,98.47858442202745
random,5,5,151,2.76,755,98.48866498740554
random,5,5,152,2.76,760,98.49869451697127
random,5,5,153,2.77,765,98.50318815519292
random,5,5,154,2.77,770,98.51299119604896
random,5,5,155,2.77,775,98.52306051719542
random,5,5,156,2.77,780,98.5333827500397
random,5,5,157,2.81,785,98.52260778128286
random,5,5,158,2.85,790,98.51244845764393
random,5,5,159,2.8899999999999997,795,98.50274582944772
random,5,5,160,2.9499999999999997,800,98.48282246451348
random,5,5,161,3.01,805,98.46326645223873
random,5,5,162,3.04,810,98.45904298459043
random,5,5,163,3.05,815,98.46502264720685
random,5,5,164,3.05,820,98.47538115471131
random,5,5,165,3.06,825,98.480635551142
random,5,5,166,3.08,830,98.48111253575304
random,5,5,167,3.09,835,98.486777668952
random,5,5,168,3.09,840,98.4973740517409
random,5,5,169,3.1199999999999997,845,98.49340866290018
random,5,5,170,3.1199999999999997,850,98.50388414692624
random,5,5,171,3.16,855,98.49509477093056
random,5,5,172,3.16,860,98.50534481127613
random,5,5,173,3.17,865,98.51068827813015
random,5,5,174,3.18,870,98.5155447670619
random,5,5,175,3.18,875,98.52504638218925
random,5,5,176,3.18,880,98.53442713614157
random,5,5,177,3.18,885,98.54335577848015
random,5,5,178,3.18,890,98.55184662325243
random,5,5,179,3.2,895,98.5518396162375
random,5,5,180,3.2099999999999995,900,98.55665467625899
random,5,5,181,3.2099999999999995,905,98.56587588795067
random,5,5,182,3.2399999999999998,910,98.56159822419534
random,5,5,183,3.25,915,98.56626080818775
random,5,5,184,3.25,920,98.57493642024029
random,5,5,185,3.25,925,98.58381628829143
random,5,5,186,3.2800000000000002,930,98.5789792912226
random,5,5,187,3.34,935,98.5615848406546
random,5,5,188,3.38,940,98.5528963479899
random,5,5,189,3.4299999999999997,945,98.53967983651226
random,5,5,190,3.45,950,98.53962072468676
random,5,5,191,3.45,955,98.54828529349884
random,5,5,192,3.45,960,98.5565457512238
random,5,5,193,3.45,965,98.56453357743197
random,5,5,194,3.45,970,98.57213806804073
random,5,5,195,3.45,975,98.57936998147004
random,5,5,196,3.45,980,98.5864131770876
random,5,5,197,3.45,985,98.59396014182663
random,5,5,198,3.45,990,98.6014269498946
random,5,5,199,3.45,995,98.60853432282003
random,5,5,200,3.45,1000,98.6156809244844
random,5,5,201,3.45,1005,98.62269950896243
random,5,5,202,3.45,1010,98.62937507449048
random,5,5,203,3.45,1015,98.63620192117642
random,5,5,204,3.45,1020,98.64269415374932
random,5,5,205,3.45,1025,98.64917776037588
random,5,5,206,3.45,1030,98.65539013173279
random,5,5,207,3.45,1035,98.66180520538381
random,5,5,208,3.45,1040,98.66836498378879
random,5,5,209,3.45,1045,98.67536955269726
random,5,5,210,3.45,1050,98.6826027188025
random,5,5,211,3.45,1055,98.68950847071336
random,5,5,212,3.45,1060,98.69609584640388
random,5,5,213,3.45,1065,98.70256853822723
random,5,5,214,3.45,1070,98.70878401137767
random,5,5,215,3.45,1075,98.71470084196409
random,5,5,216,3.45,1080,98.72042133372895
random,5,5,217,3.45,1085,98.72599704579025
random,5,5,218,3.45,1090,98.73138444567016
random,5,5,219,3.45,1095,98.73700395372676
random,5,5,220,3.45,1100,98.74266554903605
random,5,5,221,3.45,1105,98.74823119625557
random,5,5,222,3.45,1110,98.75374778745079
random,5,5,223,3.45,1115,98.7593944406487
random,5,5,224,3.45,1120,98.76476906552094
random,5,5,225,3.45,1125,98.77005347593582
random,5,5,226,3.45,1130,98.77516242411333
random,5,5,227,3.45,1135,98.78014284704052
random,5,5,228,3.45,1140,98.78521126760563
random,5,5,229,3.45,1145,98.79032258064517
random,5,5,230,3.45,1150,98.79530693484182
random,5,5,231,3.45,1155,98.8005840634126
random,5,5,232,3.45,1160,98.80606312292359
random,5,5,233,3.45,1165,98.81136950904393
random,5,5,234,3.45,1170,98.81654774972559
random,5,5,235,3.45,1175,98.82172131147541
random,5,5,236,3.45,1180,98.826690246225
random,5,5,237,3.45,1185,98.83141957118178
random,5,5,238,3.45,1190,98.83626796195102
random,5,5,239,3.45,1195,98.84111521666107
random,5,5,240,3.45,1200,98.84592225864722
random,5,5,241,3.45,1205,98.8506130063966
random,5,5,242,3.45,1210,98.85522779307827
random,5,5,243,3.45,1215,98.85965492166325
random,5,5,244,3.45,1220,98.86438446346281
random,5,5,245,3.45,1225,98.86926026678903
random,5,5,246,3.45,1230,98.87431480031323
random,5,5,247,3.45,1235,98.87914230019493
random,5,5,248,3.45,1240,98.8837480182483
random,5,5,249,3.45,1245,98.88849511904378
random,5,5,250,3.45,1250,98.89302444972084
random,5,5,251,3.45,1255,98.89755224643702
random,5,5,252,3.45,1260,98.90218290587411
random,5,5,253,3.45,1265,98.90660159097392
random,5,5,254,3.45,1270,98.91098484848484
random,5,5,255,3.45,1275,98.91533310277612
random,5,5,256,3.45,1280,98.91981589905758
random,5,5,257,3.45,1285,98.92409405600948
random,5,5,258,3.45,1290,98.92833845867113
random,5,5,259,3.45,1295,98.93238434163702
random,5,5,260,3.45,1300,98.93656371370446
random,5,5,261,3.45,1305,98.94054784424517
random,5,5,262,3.45,1310,98.94498639185346
random,5,5,263,3.45,1315,98.94938790425726
random,5,5,264,3.45,1320,98.95375284306293
random,5,5,265,3.45,1325,98.95827042695815
random,5,5,266,3.45,1330,98.96278034994889
random,5,5,267,3.45,1335,98.96709679350919
random,5,5,268,3.45,1340,98.97116273521605
random,5,5,269,3.45,1345,98.9751967919204
random,5,5,270,3.45,1350,98.97919933721928
random,5,5,271,3.45,1355,98.98317073889594
random,5,5,272,3.45,1360,98.98711135903233
random,5,5,273,3.45,1365,98.99134604139867
