strategy,run_id,map_seed,timestep,coverage,total_distance,sensing_redundancy,visit_overlap,num_clusters,num_active_drones,exploration_efficiency,mean_pairwise_distance,movement_efficiency,nodes_expanded
cluster_frontier,5,5,1,0.32,5,71.42857142857143,0.0,0,0,1.0,1.3478708664619075,1.0,0
cluster_frontier,5,5,2,0.38999999999999996,10,82.66666666666667,30.0,1,5,0.7,2.0482605577751234,0.7,928
cluster_frontier,5,5,3,0.47000000000000003,15,86.37681159420289,40.0,1,5,0.6,2.5464212860798914,0.6,928
cluster_frontier,5,5,4,0.5499999999999999,20,88.32271762208069,45.0,1,5,0.55,2.885866158533492,0.55,928
cluster_frontier,5,5,5,0.63,25,89.55223880597015,44.0,4,1,0.56,3.1404587857665915,0.56,1029
cluster_frontier,5,5,6,0.74,30,90.0,40.0,3,1,0.6,3.543822879713457,0.6,1121
cluster_frontier,5,5,7,0.8500000000000001,35,90.3078677309008,36.36363636363637,3,2,0.6,4.063006822543604,0.6,1515
cluster_frontier,5,5,8,0.95,40,90.67713444553483,31.57894736842105,5,2,0.65,4.085045469376553,0.65,1799
cluster_frontier,5,5,9,1.04,45,91.06529209621993,32.55813953488372,5,2,0.6444444444444445,3.5301422436079797,0.6444444444444445,1799
cluster_frontier,5,5,10,1.0699999999999998,50,91.82582123758594,31.25,5,1,0.66,3.671505170949235,0.66,1947
cluster_frontier,5,5,11,1.1199999999999999,55,92.29711141678129,33.9622641509434,4,1,0.6363636363636364,4.260349273245844,0.6363636363636364,2110
cluster_frontier,5,5,12,1.2,60,92.4953095684803,34.48275862068966,4,1,0.6333333333333333,4.465371867872135,0.6333333333333333,2267
cluster_frontier,5,5,13,1.28,65,92.66055045871559,36.507936507936506,4,1,0.6153846153846154,4.45189353947034,0.6153846153846154,2267
cluster_frontier,5,5,14,1.38,70,92.6945473795659,36.76470588235294,5,3,0.6142857142857143,5.179103514697148,0.6142857142857143,2671
cluster_frontier,5,5,15,1.44,75,92.92035398230088,38.35616438356164,5,3,0.6,4.921883564752157,0.6,2671
cluster_frontier,5,5,16,1.5599999999999998,80,92.84075263882515,38.46153846153847,5,3,0.6,5.087154075667671,0.6,2671
cluster_frontier,5,5,17,1.68,85,92.76797244941886,38.55421686746988,7,3,0.6,6.039178147965301,0.6,3187
cluster_frontier,5,5,18,1.79,90,92.72948822095857,38.63636363636363,7,1,0.6,6.707502490594652,0.6,3379
cluster_frontier,5,5,19,1.92,95,92.61822376009228,38.70967741935484,7,1,0.6,7.5715948293732795,0.6,3379
cluster_frontier,5,5,20,2.03,100,92.5912408759124,38.144329896907216,6,2,0.6,8.463745934043327,0.6,3724
cluster_frontier,5,5,21,2.15,105,92.54507628294036,37.62376237623762,5,1,0.6,8.967640676031222,0.6,3823
cluster_frontier,5,5,22,2.25,110,92.57180587652691,37.5,7,1,0.5909090909090909,9.035718496680193,0.5909090909090909,4039
cluster_frontier,5,5,23,2.34,115,92.62527576426095,37.03703703703704,7,1,0.591304347826087,9.377982562084329,0.591304347826087,4039
cluster_frontier,5,5,24,2.37,120,92.84420289855072,37.5,5,1,0.5833333333333334,9.449128922426429,0.5833333333333334,4139
cluster_frontier,5,5,25,2.44,125,92.9295856273544,37.60683760683761,5,1,0.584,9.265511040365054,0.584,4139
cluster_frontier,5,5,26,2.52,130,92.98050139275766,37.5,5,2,0.5769230769230769,9.661098899676961,0.5769230769230769,4446
cluster_frontier,5,5,27,2.64,135,92.92983395822174,37.39837398373984,5,2,0.5703703703703704,9.391123507762304,0.5703703703703704,4446
cluster_frontier,5,5,28,2.73,140,92.96210363495746,37.301587301587304,5,2,0.5642857142857143,8.853125020080352,0.5642857142857143,4446
cluster_frontier,5,5,29,2.8400000000000003,145,92.94234592445328,36.92307692307693,5,2,0.5655172413793104,9.109329665392751,0.5655172413793104,4738
