strategy,time_to_target,time_to_target,coverage,coverage,distance,distance,sensing_redundancy,sensing_redundancy,visit_overlap,visit_overlap,movement_efficiency,movement_efficiency
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
ppo_100k_b,626.6363636363636,56.70145099955155,90.05181818181818,0.029603439603593892,3138.181818181818,283.50725499775774,89.87793900795656,0.8733146874082478,0.0,0.0,0.0,0.0
ppo_50k_a,628.3636363636364,42.83987097850024,90.03545454545454,0.03503245248727127,3146.818181818182,214.199354892501,89.93763254285733,0.672531963364554,0.0,0.0,0.0,0.0
