seed,cluster_frontier,cluster_utility,greedy,hungarian_utility_astar,hungarian_utility_bfs,random
105,905.0,530.0,0.0,1155.0,205.0,
106,375.0,215.0,0.0,0.0,435.0,
107,690.0,415.0,0.0,395.0,435.0,
108,250.0,280.0,85.0,0.0,45.0,
109,155.0,280.0,0.0,255.0,420.0,
110,625.0,840.0,0.0,530.0,650.0,
111,685.0,570.0,0.0,355.0,210.0,
112,1095.0,355.0,0.0,455.0,715.0,
113,390.0,175.0,175.0,1035.0,0.0,
114,345.0,345.0,0.0,715.0,370.0,
115,490.0,1165.0,0.0,555.0,760.0,
