timestep,alpha,beta,gamma,delta
2706,0.09398707002401352,-0.19854608178138733,1.985599160194397,-0.2701416313648224
2707,-0.8385279774665833,-0.4776102602481842,-2.280478000640869,1.0038050413131714
2708,-0.517863929271698,-0.07589700818061829,-0.554146409034729,-1.2466398477554321
2709,-1.7739452123641968,-0.8420137166976929,-0.6893582940101624,0.36701327562332153
2710,-0.5416876077651978,0.031401004642248154,-0.06765369325876236,0.8455339074134827
2711,-0.039377570152282715,0.44011422991752625,0.685422420501709,-1.0204075574874878
2712,0.16025596857070923,-0.4562835693359375,-0.39078009128570557,-0.5709848999977112
2713,1.412805199623108,1.1808879375457764,-0.06938295066356659,-1.0032718181610107
2714,0.2865050733089447,-0.006691545248031616,1.0006376504898071,-1.1785695552825928
2715,0.6281886696815491,-0.8982976078987122,1.38254714012146,-1.7032585144042969
2716,-0.6321861147880554,-1.0607526302337646,0.5356724262237549,-1.2607827186584473
2717,1.8536497354507446,1.2214372158050537,0.8880798816680908,-0.3533148765563965
2718,0.9075819253921509,0.19055460393428802,-1.1250630617141724,0.4465866684913635
2719,0.479446142911911,-0.4198329448699951,-1.1938635110855103,-0.14587397873401642
2720,1.613602876663208,-0.9570248126983643,0.035961296409368515,0.815570056438446
2721,1.0496786832809448,0.6333114504814148,-0.7295776605606079,-1.6416335105895996
2722,-0.500404417514801,-0.0844968780875206,-0.6453388929367065,0.53849858045578
2723,0.5427775382995605,1.531751036643982,-0.1694265604019165,1.2486791610717773
2724,0.5278852581977844,0.43191465735435486,-0.7177668213844299,-0.33158689737319946
2725,0.6245136260986328,0.5853135585784912,0.578852653503418,0.37975841760635376
2726,-0.06084110215306282,0.43751731514930725,1.8044812679290771,0.22766722738742828
2727,-0.11484885215759277,1.3873337507247925,-0.994864284992218,0.8108148574829102
2728,1.2057886123657227,-1.2630503177642822,0.6804276704788208,2.2413675785064697
2729,0.3490721583366394,0.6831201910972595,-1.9324581623077393,-0.41753697395324707
2730,-0.3542719781398773,-0.7729509472846985,0.32175612449645996,0.9629601836204529
2731,-1.8837440013885498,1.874845266342163,1.1021971702575684,-0.7976203560829163
2732,0.15282952785491943,1.0349715948104858,0.4808212220668793,-0.4244205951690674
2733,0.27460578083992004,0.23521678149700165,-1.2619445323944092,1.5418808460235596
2734,-0.455565482378006,0.16101841628551483,-0.01844865456223488,-0.9910804033279419
2735,1.5299935340881348,0.17620006203651428,-0.19949400424957275,0.4100863039493561
2736,-1.1154412031173706,0.33809423446655273,0.33401334285736084,-0.5981873869895935
2737,-1.1895607709884644,1.725630283355713,1.9577544927597046,-1.0237767696380615
2738,0.45531579852104187,-1.2995846271514893,0.6093809008598328,-0.6433521509170532
2739,-0.7030972242355347,0.05680477246642113,-0.4422356188297272,-1.0328776836395264
2740,-0.3582123816013336,1.3621147871017456,0.5985199809074402,-0.3839671015739441
2741,-0.2043459266424179,-1.4334267377853394,-0.595610499382019,0.13845594227313995
2742,0.36096182465553284,-1.9280508756637573,0.3486728072166443,-1.0703678131103516
2743,-0.4183005392551422,0.13138285279273987,-0.11741644144058228,0.3935168981552124
2744,0.1945713758468628,2.1179871559143066,-0.23192739486694336,0.3512091338634491
2745,0.6673672795295715,0.061751775443553925,-0.3539639711380005,0.5105657577514648
2746,-1.6597392559051514,-0.31486690044403076,-1.4659734964370728,-1.4909833669662476
2747,-0.19888906180858612,1.815168857574463,-1.6636968851089478,-0.3607255816459656
2748,0.4735103249549866,-0.7479357719421387,0.21741318702697754,-0.4265837073326111
2749,-0.14720404148101807,2.379861354827881,-0.06923067569732666,0.43414953351020813
2750,0.16545209288597107,1.1570006608963013,1.0495150089263916,-0.3476717174053192
2751,-0.7049738764762878,-1.7321149110794067,1.6872960329055786,0.22277505695819855
2752,-0.9272889494895935,-0.8880942463874817,-0.05840517207980156,0.3377242386341095
2753,-0.05744580924510956,1.8050346374511719,-0.810105562210083,1.3493938446044922
2754,-0.31238412857055664,-0.24726608395576477,-0.0008579343557357788,0.7307806015014648
2755,-1.340009093284607,-0.6889877319335938,-2.044201612472534,-0.7424034476280212
2756,-0.15825825929641724,-0.5996447205543518,-0.8973884582519531,-0.734977126121521
2757,0.4773828089237213,1.5820093154907227,0.07813253998756409,0.23852258920669556
2758,0.3949768543243408,1.4842489957809448,-0.40795060992240906,0.010804951190948486
2759,0.3592962622642517,-1.1657823324203491,-1.4592562913894653,-0.32545146346092224
2760,0.5479050278663635,-0.18151789903640747,0.18296854197978973,0.7115379571914673
2761,-1.1153002977371216,1.1931591033935547,-1.2270780801773071,1.6864852905273438
2762,0.7246978282928467,0.5361051559448242,0.6331984400749207,0.6201520562171936
2763,0.29004156589508057,0.5048968195915222,1.5892972946166992,0.8255528211593628
2764,-0.5976933836936951,-1.168170690536499,-0.027332745492458344,0.8970014452934265
2765,-1.067348837852478,-0.8244072198867798,0.32844361662864685,0.044569604098796844
2766,-0.17055481672286987,-0.8001596331596375,-0.05204935744404793,1.1424318552017212
2767,0.6595126986503601,0.7868108153343201,0.05247807875275612,0.8573850989341736
2768,-0.7775712609291077,1.9461003541946411,0.6841587424278259,0.9378405213356018
2769,-0.0590585321187973,0.10982415080070496,1.8810092210769653,-0.0031044110655784607
2770,-1.3041496276855469,0.40993553400039673,0.18336480855941772,0.9231703281402588
2771,0.10550182312726974,1.224955439567566,0.974732518196106,-2.1548521518707275
2772,-0.2862062156200409,-0.17246100306510925,-0.6539425253868103,-0.969243049621582
2773,1.4705020189285278,0.5209585428237915,-0.5771817564964294,-1.7832285165786743
2774,-0.2471717894077301,-0.5961993932723999,-0.4566580057144165,0.47651419043540955
2775,1.6035857200622559,-0.28547942638397217,-0.005552034825086594,-1.7856882810592651
2776,2.109280824661255,-0.6007639169692993,-0.28082185983657837,0.09200931340456009
2777,0.6051581501960754,-0.6592222452163696,0.45868292450904846,0.049679290503263474
2778,0.1878536343574524,1.1837526559829712,-0.7627365589141846,-0.2499033361673355
2779,0.5177839994430542,-0.3312786817550659,1.7084709405899048,1.5249191522598267
2780,0.7368874549865723,0.16342537105083466,1.8903740644454956,-1.1289093494415283
2781,-1.3401296138763428,0.2262355536222458,-1.5800628662109375,1.2985572814941406
2782,1.8966447114944458,1.0609872341156006,0.36063820123672485,0.4599896967411041
2783,-0.4422403573989868,0.5946907997131348,-1.1437835693359375,1.6983788013458252
2784,-0.14663811028003693,-2.5263452529907227,0.5742653012275696,-0.7841796278953552
2785,-0.3143796920776367,-0.5250900983810425,1.253686547279358,0.14899533987045288
2786,1.1425402164459229,0.024221964180469513,0.2626960873603821,0.3677104115486145
2787,-0.780055046081543,0.24094778299331665,-0.8952586054801941,0.7258475422859192
2788,-0.4782005548477173,-0.14140121638774872,-0.9512913227081299,0.239507257938385
2789,0.6413007378578186,0.06406958401203156,-0.07219977676868439,-0.6357938051223755
2790,-1.1346482038497925,-0.871743381023407,0.16273429989814758,0.23054833710193634
2791,-0.6837533116340637,1.730245590209961,1.3954459428787231,0.0634516179561615
2792,0.09425584971904755,0.14928248524665833,-0.43801259994506836,1.1887112855911255
2793,0.9801117777824402,-0.03167850524187088,-0.09447742998600006,-1.6176283359527588
2794,-1.1482417583465576,1.1106566190719604,-1.4816055297851562,0.20198772847652435
2795,-0.008511031046509743,-0.9000839591026306,1.9689401388168335,0.7175868153572083
2796,-0.7532778978347778,0.49268782138824463,-2.545912981033325,1.170150876045227
2797,0.6668241024017334,-1.159533143043518,-2.0702786445617676,-1.1715036630630493
2798,0.47539204359054565,0.5569484233856201,-1.1502777338027954,0.2273387461900711
2799,0.9099792838096619,-0.9438272714614868,0.7410625219345093,1.6889426708221436
2800,0.4642831087112427,-0.39677804708480835,-0.39218172430992126,0.7933534979820251
2801,-0.5627532005310059,0.45120909810066223,0.23292428255081177,2.1556894779205322
2802,2.136110544204712,0.7966155409812927,2.2218778133392334,1.2347525358200073
2803,-1.1222397089004517,0.8211551308631897,-0.2971108555793762,-1.3784745931625366
2804,0.19564427435398102,0.6876518726348877,-0.37496528029441833,1.1007416248321533
2805,1.074901819229126,-2.3646628856658936,-0.45321938395500183,-0.30279505252838135
2806,0.8926158547401428,0.13856634497642517,0.33189627528190613,1.2281901836395264
2807,1.9587992429733276,-1.998014211654663,-0.5604946613311768,-0.25128766894340515
2808,-2.2513773441314697,0.8734455704689026,1.8471814393997192,-0.3645881414413452
2809,0.3806365430355072,0.3776845932006836,-0.01798315718770027,0.02323806658387184
2810,-0.8527374267578125,0.1316189467906952,-1.1489487886428833,1.650223970413208
2811,1.0285005569458008,1.3478902578353882,1.544335126876831,-0.04734707251191139
2812,0.4477732181549072,-1.553058385848999,-1.4990992546081543,-0.32645824551582336
2813,-0.4685128331184387,1.1308860778808594,0.4836937189102173,1.8005496263504028
2814,0.9408584237098694,0.5522825121879578,-0.906279981136322,-0.6090888977050781
2815,-0.154692143201828,-1.6310850381851196,0.012962840497493744,2.245452404022217
2816,1.727858543395996,-1.6425288915634155,1.4054125547409058,0.7284578680992126
2817,0.30726903676986694,-0.7603767514228821,1.0606917142868042,0.3380163609981537
2818,-0.07240016013383865,0.00601048581302166,0.7877941131591797,-0.6047417521476746
2819,0.3221377730369568,1.4100360870361328,0.7430600523948669,-0.5303633213043213
2820,0.11084872484207153,-0.48340466618537903,-0.4729139506816864,-0.14723658561706543
2821,0.8780041337013245,-1.3771764039993286,-0.7447490692138672,-0.15562647581100464
2822,-0.5647115111351013,-0.9882002472877502,1.040771722793579,0.6473263502120972
2823,-0.9459260702133179,-0.6253843307495117,1.6090340614318848,0.6921386122703552
2824,-1.6533782482147217,-0.01631506159901619,0.014855047687888145,-2.631638526916504
2825,-0.10682014375925064,1.5704938173294067,0.7661312818527222,0.3859310746192932
2826,1.3068084716796875,-1.85199773311615,-0.4149619936943054,-0.7259274125099182
2827,-0.7837069630622864,0.31166213750839233,0.05162853002548218,-1.2493054866790771
2828,1.079257607460022,0.9061060547828674,2.2685141563415527,-0.8670547008514404
2829,-2.3041722774505615,-0.6603718996047974,-0.018906746059656143,-0.1671433448791504
2830,-0.5704094171524048,0.023302212357521057,-0.05780232325196266,1.4884358644485474
2831,1.2072609663009644,0.26848840713500977,0.0962510034441948,-1.3035051822662354
2832,0.3954365849494934,-1.1289695501327515,-0.6375163197517395,-0.46880340576171875
2833,-0.6942282915115356,-0.891849160194397,0.6842648386955261,0.010718125849962234
2834,-0.7993386387825012,-0.5988613367080688,0.35291188955307007,-2.7650768756866455
2835,0.3555809557437897,-1.6966900825500488,0.4037362039089203,-3.1065032482147217
2836,1.1653212308883667,1.0335581302642822,1.2907298803329468,0.812872052192688
2837,0.30804580450057983,-1.2238783836364746,-0.5192769765853882,-0.5671806335449219
2838,0.1313972771167755,-0.3085259795188904,0.7013128995895386,-1.468896508216858
2839,0.10541985929012299,1.6061358451843262,-1.1372026205062866,0.6350405216217041
2840,0.7830984592437744,-2.2385854721069336,0.41117557883262634,-0.03788206726312637
2841,0.5906758308410645,-0.7462919354438782,0.5823107957839966,-2.0293455123901367
2842,0.6154081225395203,-0.34772032499313354,0.9899893999099731,-0.44624167680740356
2843,-0.5976196527481079,1.5198239088058472,-1.2511284351348877,-0.4374905228614807
2844,1.7138322591781616,1.6337435245513916,-0.7430544495582581,-0.4428786635398865
2845,-0.5978109836578369,-0.18772026896476746,-0.09233163297176361,-0.4439091682434082
2846,-0.5149378180503845,-1.2177104949951172,0.7705915570259094,0.2380165457725525
2847,0.7783491611480713,1.6972529888153076,0.5201665163040161,-0.0963079184293747
2848,-1.2079036235809326,-0.44505375623703003,0.9298433065414429,-0.795356035232544
2849,0.06481294333934784,-0.4387737810611725,0.12661901116371155,0.5375649929046631
2850,0.757218062877655,1.713615894317627,0.14666834473609924,1.4488248825073242
2851,-0.050025418400764465,0.3195885419845581,1.1094467639923096,-1.1888349056243896
2852,-0.9973758459091187,-0.7696757316589355,0.3206879794597626,1.6581073999404907
2853,1.6855517625808716,-0.9216098189353943,1.562394618988037,-0.40171128511428833
2854,1.9755674600601196,0.41483190655708313,0.17198993265628815,-0.5740844011306763
2855,-1.2993334531784058,-0.3198529779911041,-0.9814329147338867,1.6252679824829102
2856,-1.084700584411621,-1.2585391998291016,1.523093342781067,-0.09839534014463425
2857,-0.998293399810791,1.0034427642822266,0.1632755994796753,1.314718246459961
2858,-2.0966796875,-0.4349093437194824,-0.5495569109916687,0.3591565489768982
2859,-1.4723389148712158,-0.030750565230846405,-0.6299563646316528,0.6365640759468079
2860,-0.21460264921188354,-0.48227185010910034,-0.7875267267227173,-0.7353692054748535
2861,0.3862474858760834,0.9733235239982605,1.1874274015426636,-0.8047778606414795
2862,1.2440851926803589,-0.30635973811149597,-1.0346827507019043,-2.1487178802490234
2863,0.19630053639411926,-0.8467550277709961,-0.9245067834854126,-0.8676944375038147
2864,-0.29949045181274414,-0.5796722173690796,-0.279538631439209,-0.3106031119823456
2865,-1.129184603691101,2.016315221786499,0.07501377165317535,-0.6176521182060242
2866,-0.4318222999572754,-0.05600503087043762,1.1970300674438477,0.49097681045532227
2867,-0.4158484935760498,1.5831661224365234,-0.28779491782188416,1.5264180898666382
2868,1.2763874530792236,-0.120389424264431,0.6222026944160461,1.2778525352478027
2869,-0.49625328183174133,-0.9254703521728516,-0.2398911416530609,0.019944045692682266
2870,-1.2439403533935547,0.006708376109600067,0.5284397602081299,0.10110040009021759
2871,0.45239725708961487,0.18361982703208923,-0.3523258864879608,-0.331434965133667
2872,-1.0455493927001953,3.0371668338775635,-0.5506167411804199,1.7207151651382446
2873,-0.16623130440711975,-0.16732916235923767,-0.3828265070915222,-0.6410427093505859
2874,0.3963485062122345,1.4516842365264893,-0.456432968378067,-1.1793012619018555
2875,-2.447326898574829,-1.9663530588150024,-0.5193911790847778,-0.16131870448589325
2876,-1.7419135570526123,-0.20361611247062683,0.9813429713249207,1.0114222764968872
2877,0.008745215833187103,0.45420604944229126,-0.54967200756073,0.6899598240852356
2878,0.07950583845376968,-0.20635172724723816,-1.182453989982605,2.594426155090332
2879,-1.497235894203186,-0.21557292342185974,-0.10788820683956146,-1.3015892505645752
2880,0.6145514249801636,0.43210935592651367,1.1648768186569214,1.1091922521591187
2881,-0.30530890822410583,0.9352126717567444,-1.2417495250701904,1.395153284072876
2882,-0.39634016156196594,0.05900400131940842,-0.19617019593715668,-0.6595630049705505
2883,-0.14007018506526947,-0.5192244052886963,-0.621065080165863,-1.6512547731399536
2884,-1.668746829032898,0.3665625751018524,0.4448426067829132,0.2413424700498581
2885,0.5824372172355652,-0.045711591839790344,-0.3867306411266327,-0.2527165412902832
2886,1.478954553604126,1.6902967691421509,-0.4870395362377167,-0.18915586173534393
2887,-0.33560609817504883,0.044273741543293,-0.49841058254241943,-1.878462314605713
2888,0.52790367603302,-0.759685754776001,0.7446119785308838,-1.593709945678711
2889,0.9953966736793518,-0.2730044424533844,0.06639845669269562,0.39187055826187134
2890,0.20378577709197998,-1.4036450386047363,0.9166136384010315,-0.9261094927787781
2891,0.23020629584789276,1.1024365425109863,0.7662196159362793,-0.10893182456493378
2892,0.25420868396759033,-0.540898859500885,0.861556887626648,-0.32456696033477783
2893,0.595026969909668,0.6992095708847046,1.0837725400924683,1.3764665126800537
2894,0.37602686882019043,-1.7488716840744019,-0.24204955995082855,0.8617125153541565
2895,-1.1732723712921143,-1.1356850862503052,-0.9396434426307678,-1.5802454948425293
2896,-0.45116734504699707,-0.5206472873687744,1.2756083011627197,-0.6390768885612488
2897,2.0299181938171387,0.1297420859336853,-1.5176606178283691,-1.3895673751831055
2898,0.23789949715137482,-0.2601417899131775,-0.7326149940490723,1.6802027225494385
2899,0.5998951196670532,0.46439293026924133,-0.8771907091140747,-0.44990405440330505
2900,-1.2890037298202515,-0.9404582977294922,0.010003628209233284,-0.8530048131942749
2901,1.4154512882232666,0.25390246510505676,-0.4317062497138977,-3.0074245929718018
2902,-0.21194501221179962,-0.9083490967750549,0.024785680696368217,-0.5528340935707092
2903,0.8269843459129333,-1.6585217714309692,-1.0537225008010864,0.45097655057907104
2904,-1.782577395439148,0.720332682132721,0.5624285936355591,0.5173936486244202
2905,0.5624503493309021,-0.22705036401748657,-0.30371493101119995,0.050913255661726
2906,0.47886884212493896,-1.5688822269439697,0.18417884409427643,0.21901646256446838
2907,1.2120357751846313,0.3373723328113556,-0.620222270488739,-0.49095550179481506
2908,-1.7166849374771118,0.7104049921035767,1.0016279220581055,-0.8439611196517944
2909,0.2888000011444092,0.1483900249004364,-0.39577335119247437,0.10245884954929352
2910,0.452952116727829,-0.03380873054265976,-0.5428868532180786,0.35930439829826355
2911,0.05595650523900986,-0.33002424240112305,-0.4168184697628021,-0.7366901636123657
2912,-0.8635738492012024,0.37800660729408264,1.3906917572021484,1.8985989093780518
2913,1.1217777729034424,-0.5500425100326538,0.14970320463180542,-0.487155556678772
2914,0.49325528740882874,-1.7994616031646729,-1.2474581003189087,-2.9109671115875244
2915,0.5933071970939636,-0.13081815838813782,0.9256579279899597,1.4383047819137573
2916,-0.028574276715517044,2.411856174468994,-0.2129872888326645,0.5132942795753479
2917,0.16695614159107208,-0.1925954818725586,-0.40035468339920044,1.3191617727279663
2918,0.4119459390640259,0.8779845237731934,0.21483516693115234,0.5012864470481873
2919,-1.8581501245498657,0.3727201223373413,0.39453229308128357,0.8850420713424683
2920,1.1319929361343384,0.3422122299671173,0.9357719421386719,0.23118318617343903
2921,-0.42433544993400574,2.6453988552093506,-0.45482802391052246,0.04989493638277054
2922,-0.08616220951080322,-0.031119942665100098,1.344825029373169,-1.0976272821426392
2923,0.1898103505373001,-0.35512930154800415,0.14179912209510803,0.5430386662483215
2924,-1.5756385326385498,-0.11419444531202316,-0.5142364501953125,1.281029224395752
2925,-0.6461222171783447,-1.4347413778305054,0.7969079613685608,-0.6042107939720154
2926,0.21597307920455933,-1.6881887912750244,0.07239457964897156,-0.6011038422584534
2927,-0.13126200437545776,-0.18218988180160522,-1.455606460571289,2.3927831649780273
2928,0.42628252506256104,0.7604382038116455,1.6022337675094604,1.5634691715240479
2929,0.015248256735503674,1.3720710277557373,-0.8946713805198669,0.2858365476131439
2930,-0.3111337423324585,-0.5609703063964844,0.9955428838729858,-0.343222051858902
2931,0.7126560807228088,-0.626627504825592,0.27268823981285095,-1.6814621686935425
2932,0.03806430846452713,0.30125266313552856,-1.0837770700454712,-1.1960790157318115
2933,1.2341639995574951,-0.8083031177520752,0.6817173957824707,-0.2495516687631607
2934,-0.489162802696228,2.149256467819214,1.2870182991027832,0.4447009563446045
2935,0.9417703747749329,-0.6896592974662781,-0.5169593095779419,0.45131564140319824
2936,-1.1393903493881226,0.7508007287979126,-1.2930865287780762,2.213517189025879
2937,-0.12117837369441986,1.2336490154266357,1.3825268745422363,0.8298673033714294
2938,0.8794909715652466,0.43302851915359497,-1.1193277835845947,1.2782810926437378
2939,-0.06829346716403961,-0.2761818766593933,-0.16750551760196686,-1.2961424589157104
2940,-0.4839535355567932,-0.22410722076892853,-1.773513674736023,0.6702675819396973
2941,-0.7059145569801331,0.31929343938827515,0.07336914539337158,0.5137190818786621
2942,0.5556195378303528,1.1538418531417847,2.199934720993042,0.8546661138534546
2943,-0.04355664551258087,-0.19884644448757172,-0.47301965951919556,0.1047351211309433
2944,0.4128915071487427,-1.048349380493164,-0.14737892150878906,1.2102304697036743
2945,-0.0709397941827774,0.7479954957962036,-2.3747570514678955,0.29836493730545044
2946,-1.3756439685821533,-1.3268980979919434,0.1649647355079651,-0.3038240969181061
2947,0.3420473337173462,-0.11348249763250351,0.14703920483589172,-0.42580512166023254
2948,-0.5541524887084961,1.0322887897491455,0.23225095868110657,1.4220720529556274
2949,0.657823920249939,0.45407652854919434,-0.8540453910827637,-1.5645923614501953
2950,-0.3924359381198883,-0.8211281299591064,0.008817028254270554,0.7959779500961304
2951,-0.7590452432632446,0.5943663120269775,-1.7393627166748047,0.06399351358413696
2952,-1.5014528036117554,-0.1194714605808258,1.9216538667678833,0.21231459081172943
2953,-0.9511783719062805,-0.06999273598194122,0.02623002976179123,-0.7683262228965759
2954,-0.21563732624053955,0.887742280960083,0.7548442482948303,0.5416297912597656
2955,-0.46426597237586975,1.493625521659851,-0.7509545087814331,0.5529071092605591
2956,-0.3726208806037903,-0.21117395162582397,-0.8011806607246399,-2.365234851837158
2957,-0.4097248315811157,0.5634258985519409,0.27434974908828735,-0.5140225887298584
2958,-0.7151298522949219,1.5935754776000977,0.27264338731765747,-0.6662033796310425
2959,0.13761626183986664,1.8708088397979736,-0.6358967423439026,-0.0369863286614418
2960,0.8976196646690369,0.06255130469799042,-0.503896176815033,0.712047815322876
2961,0.6624107360839844,0.3110553026199341,0.08348619192838669,-0.5208113193511963
2962,-1.6054675579071045,-0.5591311454772949,-0.45373255014419556,-0.3172016143798828
2963,-0.5797032713890076,0.4535800814628601,-0.3940463662147522,-0.29214024543762207
2964,-0.3979423940181732,-0.7249443531036377,-0.7403137683868408,0.6058027148246765
2965,-0.9353765845298767,-0.4580998122692108,-1.1719086170196533,1.1056104898452759
2966,0.7273245453834534,-0.26305440068244934,1.0815162658691406,-0.48312073945999146
2967,-0.01991097442805767,0.33407822251319885,-0.5851615071296692,1.319585919380188
2968,0.5103602409362793,0.6269727349281311,-0.6955178380012512,0.062935471534729
2969,0.855256974697113,-1.8111424446105957,-0.26524245738983154,0.31546732783317566
2970,-0.5596010684967041,-0.3981616497039795,0.23786233365535736,-1.4820880889892578
2971,-0.6319800615310669,-0.47695666551589966,-0.21770243346691132,-0.05174316465854645
2972,1.330908179283142,-1.0373631715774536,-0.8147115111351013,-0.4454002380371094
2973,0.3537665009498596,-1.2257241010665894,-0.39501458406448364,0.39754462242126465
2974,0.00990873109549284,1.322070598602295,0.4502723813056946,0.9195230007171631
2975,-0.13677895069122314,-0.47510093450546265,-0.16310925781726837,1.0890806913375854
2976,2.059272050857544,-0.19582095742225647,0.013521220535039902,0.8543416857719421
2977,1.4236500263214111,-0.5844553112983704,-1.1358693838119507,-0.35421547293663025
2978,-2.0516445636749268,1.5052200555801392,-0.27211230993270874,-0.6818165183067322
2979,2.2198212146759033,1.849281668663025,1.7766380310058594,0.7870150804519653
2980,-1.569795846939087,-0.3254346549510956,0.6759182810783386,-0.33424514532089233
2981,0.30979064106941223,0.5554503202438354,-1.525695562362671,1.0086147785186768
2982,-0.03326404094696045,0.28681379556655884,0.5872399806976318,0.30049532651901245
2983,0.745319664478302,-0.5958888530731201,-2.2985029220581055,-1.010642170906067
2984,0.5984179377555847,-1.269353985786438,-0.8646848201751709,-0.7487360239028931
2985,0.6437440514564514,0.5515121221542358,-0.48319685459136963,-0.2578166127204895
2986,-0.1070343479514122,0.11486636102199554,1.0055395364761353,0.7195438742637634
2987,0.7041754722595215,1.4975919723510742,-0.3121185898780823,-1.4556670188903809
2988,0.512688398361206,0.10646029561758041,-0.22710248827934265,-1.1355105638504028
2989,-0.058992188423871994,-0.773414671421051,-2.816009044647217,-1.735479712486267
2990,0.9551747441291809,0.7858320474624634,1.2410701513290405,-1.583406686782837
2991,-3.2623820304870605,-0.12086203694343567,0.9658567905426025,-0.8242673873901367
2992,0.4195576012134552,0.47911036014556885,-1.8420963287353516,0.6201255917549133
2993,-0.08376884460449219,1.1706275939941406,0.16079053282737732,0.41405898332595825
2994,-0.3190114498138428,-0.017520710825920105,0.7220925092697144,-1.883840560913086
2995,-0.8785334229469299,0.23314619064331055,0.6140434145927429,-0.6728479266166687
2996,-0.5598443746566772,0.5004834532737732,1.2498488426208496,0.8903557658195496
2997,0.6244298219680786,-1.0937130451202393,0.04317253455519676,2.3301525115966797
2998,0.5381168723106384,-1.9152621030807495,2.2380027770996094,0.9996445178985596
2999,0.04597802460193634,-0.9118375778198242,-0.8121210336685181,-1.5246244668960571
3000,-0.8221068978309631,-0.4019274115562439,0.6121089458465576,-0.2936840057373047
3001,0.16902443766593933,0.052411846816539764,-0.02560856193304062,1.7690786123275757
3002,0.9558394551277161,-0.7427302002906799,-0.28057554364204407,-0.75783371925354
3003,-0.44118034839630127,1.2828328609466553,0.7357462048530579,0.40022745728492737
3004,-1.571536898612976,1.346798062324524,0.021915892139077187,1.2997804880142212
3005,0.4828032851219177,-1.2198283672332764,1.210292100906372,0.9202655553817749
3006,0.6323485970497131,0.9461733102798462,0.08048280328512192,1.2596148252487183
3007,0.05201074853539467,-0.7141311168670654,2.0613479614257812,-2.4511125087738037
3008,-1.2191979885101318,1.1615808010101318,0.6721251010894775,1.5543581247329712
3009,-0.2766549587249756,0.5019858479499817,-2.102957248687744,-1.0548019409179688
3010,0.38612356781959534,-0.1520083248615265,-0.2014169991016388,3.1632604598999023
3011,0.6488204002380371,0.18365898728370667,0.6337709426879883,1.4636220932006836
3012,0.21398775279521942,-0.5060867667198181,0.48605939745903015,0.3115793466567993
3013,0.20825964212417603,0.41999995708465576,0.13045170903205872,1.1508479118347168
3014,1.5696297883987427,2.075169563293457,0.5355699062347412,0.3059276044368744
3015,-0.7955397367477417,0.9072595238685608,0.7117590308189392,0.7077847719192505
3016,-1.5058865547180176,-1.500676155090332,-1.0970841646194458,-0.03875766322016716
3017,0.8598057627677917,-1.1572624444961548,-0.5597672462463379,0.9527557492256165
3018,-0.9515378475189209,0.6258788108825684,-0.4662545621395111,-0.5129615664482117
3019,-0.34033384919166565,1.1537895202636719,0.7510056495666504,-0.3491344451904297
3020,1.0312557220458984,-0.5650267004966736,0.10988309234380722,0.9014217853546143
3021,-0.07273121178150177,2.155871629714966,-0.4012979567050934,-1.7068473100662231
3022,0.04600122570991516,0.7377014756202698,-0.4272373616695404,0.812960684299469
3023,1.0041041374206543,0.7134181261062622,-0.451471745967865,0.7289249897003174
3024,0.22264288365840912,-1.170112133026123,0.32507777214050293,0.12653157114982605
3025,0.5884267091751099,-0.5673035979270935,0.4238319396972656,1.5475941896438599
3026,0.006253116298466921,2.014810085296631,-0.14930248260498047,0.4820428192615509
3027,0.5813108086585999,1.8774147033691406,-0.9139582514762878,-0.5002954006195068
3028,0.2638186812400818,-1.2436282634735107,0.8088040351867676,-0.7010055184364319
3029,0.13819991052150726,-1.0291409492492676,-0.5033032894134521,1.4332588911056519
3030,-0.8026838302612305,0.7569069862365723,0.12397978454828262,-0.1486680507659912
3031,-0.4368314743041992,1.7005192041397095,-0.4071362316608429,0.023880183696746826
3032,-0.3557147979736328,-0.6745312213897705,0.6527319550514221,-0.6293184161186218
3033,1.2202308177947998,-0.1796199232339859,0.6668379902839661,0.1357683539390564
3034,-2.703970193862915,0.06350983679294586,-0.0843188613653183,1.5742108821868896
3035,0.41700273752212524,1.378159523010254,-1.358821153640747,-0.23893322050571442
3036,-0.9383288025856018,0.4440235197544098,-0.8547301888465881,-0.7069254517555237
3037,-0.2654496729373932,0.3044322729110718,-0.01662500575184822,-0.8367027640342712
3038,-0.18564926087856293,-0.7559007406234741,0.04635072499513626,-0.8792945146560669
3039,-0.12495040893554688,1.1971735954284668,-0.6609941124916077,-1.8459479808807373
3040,-1.0310499668121338,1.5063731670379639,-2.406198024749756,-1.4016709327697754
3041,1.1497750282287598,0.8607460260391235,-0.6099081039428711,-0.09003772586584091
3042,-0.3966151475906372,1.69856858253479,-0.044683728367090225,-0.473129004240036
3043,1.119917631149292,-0.9401565194129944,0.004972007125616074,-0.04726892709732056
3044,0.8063937425613403,-0.8097848892211914,0.020739534869790077,0.1181199848651886
3045,-0.08169214427471161,-2.0075039863586426,1.6178029775619507,-0.005063395947217941
3046,-0.902559757232666,0.27966707944869995,-0.35505998134613037,0.011927705258131027
3047,-0.1322350949048996,0.1961706578731537,0.9965909719467163,-0.07858989387750626
3048,0.0956556499004364,-0.14068423211574554,0.6300473809242249,0.09208542108535767
3049,1.496946096420288,0.11486398428678513,0.7961133122444153,-0.904629647731781
3050,-0.4323573410511017,0.786546528339386,0.3974885642528534,0.6147857904434204
