timestep,alpha,beta,gamma,delta
137,-1.2828582525253296,1.228886365890503,0.8679770827293396,-1.1036509275436401
138,1.1793521642684937,-0.5598491430282593,-1.4070074558258057,-0.99782395362854
139,-0.5362477898597717,1.1417770385742188,-0.9513158798217773,-0.05021904036402702
140,0.0038830898702144623,1.0665534734725952,-0.15307681262493134,-1.1445388793945312
141,0.8191878199577332,-0.298758864402771,0.2775079607963562,0.39018920063972473
142,-0.4515543282032013,0.07046974450349808,-0.9266334772109985,-0.005953066051006317
143,-0.4961894452571869,-1.2752400636672974,-0.11470237374305725,-0.40402835607528687
144,1.3800771236419678,0.5687322020530701,-0.0978090837597847,0.23142242431640625
145,0.685044527053833,0.9231510162353516,0.8716920018196106,-0.0440489761531353
146,0.7515677213668823,-0.2692090570926666,-0.041137415915727615,0.25486961007118225
147,-0.8429400324821472,1.080296277999878,-1.3187246322631836,-0.21909396350383759
148,0.7742046117782593,1.2399383783340454,0.5783824920654297,-0.5406196713447571
149,0.035199906677007675,-0.5734260678291321,0.6606225967407227,-0.7544504404067993
150,1.281420350074768,-0.9018442630767822,-0.09745635092258453,-1.7080268859863281
151,-0.6258673667907715,1.0104342699050903,-1.209964632987976,0.09624826163053513
152,-0.09059248864650726,-0.7753333449363708,-0.7760926485061646,2.275609016418457
153,-0.664465606212616,-1.6202590465545654,-0.4014909863471985,-2.0232441425323486
154,-0.7734628319740295,-0.8876317143440247,1.308735728263855,-0.019542623311281204
155,0.39505839347839355,1.2571920156478882,1.1938989162445068,-0.17840822041034698
156,-0.7950432896614075,-1.7059844732284546,0.10395495593547821,-0.3329152762889862
157,-0.7614864110946655,-1.3660500049591064,0.062307585030794144,-0.36215928196907043
158,1.2150264978408813,0.2543761134147644,0.49482667446136475,2.5957489013671875
159,-0.43710044026374817,-0.27763831615448,0.7996257543563843,0.26882675290107727
160,0.5449448227882385,0.3665742576122284,-0.710533082485199,0.6310917735099792
161,0.3006540834903717,-0.03191182017326355,-0.7410038113594055,0.31682831048965454
162,-2.5342462062835693,-1.3688536882400513,-0.03760995715856552,-0.6881353259086609
163,1.3922137022018433,-0.020203743129968643,0.07874765247106552,-0.5670450925827026
164,0.46786266565322876,-1.904034972190857,0.9849082231521606,-0.5193482637405396
165,0.6822159886360168,-0.034724604338407516,1.8964182138442993,0.695888876914978
166,0.15652325749397278,0.22263996303081512,-0.034507207572460175,-0.4174196422100067
167,-1.2834616899490356,-0.47805869579315186,-0.927399218082428,-0.59452223777771
168,0.8247553110122681,-3.2991740703582764,0.3650646507740021,2.24118709564209
169,1.4999587535858154,0.6401730179786682,-1.507049798965454,0.7384152412414551
170,0.49548080563545227,1.000613808631897,0.8350644707679749,0.35991090536117554
171,1.1730046272277832,-0.5288395285606384,-2.1850271224975586,-1.3198693990707397
172,-1.1204510927200317,-0.8308668732643127,-2.1856791973114014,0.3294208347797394
173,-1.141589641571045,0.3161550462245941,1.3697692155838013,2.2378087043762207
174,0.015605352818965912,-0.5607714056968689,0.45379874110221863,1.0631943941116333
175,-0.9763103723526001,-0.9501600861549377,-1.1335153579711914,0.8713391423225403
176,-1.5349291563034058,-0.36459484696388245,-0.1431064009666443,-1.7337032556533813
177,0.5456250905990601,-1.3749884366989136,-0.6700818538665771,0.9136066436767578
178,-2.4230616092681885,0.16696512699127197,-0.34851929545402527,0.7747595906257629
179,-0.33836787939071655,-1.0910226106643677,0.2309328317642212,-0.5578362941741943
180,-0.39851540327072144,0.9760591983795166,1.086873173713684,-1.908155918121338
181,0.10810920596122742,0.22974640130996704,-0.7987204790115356,1.8430702686309814
182,-1.312964916229248,1.1261649131774902,0.8819032907485962,-0.20000120997428894
183,-0.018602434545755386,-0.2626437544822693,0.2999837100505829,-1.0735459327697754
184,-0.8036579489707947,-1.4134702682495117,-1.1832976341247559,0.2969587743282318
185,0.4423757493495941,0.040393535047769547,-0.503646969795227,-1.034250259399414
186,0.18147143721580505,-0.2346099466085434,0.34911593794822693,0.392100989818573
187,-1.1128937005996704,-0.9619091749191284,-1.5386545658111572,0.23609204590320587
188,0.4882773160934448,-0.409848153591156,0.7113758325576782,1.0967488288879395
189,2.15520977973938,0.8276039958000183,1.1903234720230103,0.7708924412727356
190,-0.11840876191854477,1.0772851705551147,-0.1829131543636322,-0.5321171879768372
191,1.6104439496994019,-0.2067500799894333,0.0011858618818223476,-1.6052982807159424
192,0.6826069355010986,-0.142826646566391,1.3479019403457642,-0.6377801299095154
193,-0.23276422917842865,-1.0518860816955566,-1.4947038888931274,1.175767421722412
