strategy,run_id,map_seed,timestep,coverage,total_distance,sensing_redundancy,visit_overlap,num_clusters,num_active_drones,exploration_efficiency,mean_pairwise_distance,movement_efficiency,nodes_expanded
cluster_utility_frontier,1,42,1,0.23679999999999998,5,68.64406779661016,0.0,0,0,1.0,1.7365058181991748,1.0,0
cluster_utility_frontier,1,42,2,0.2752,10,81.85654008438819,0.0,3,3,0.8,2.0705481427033434,0.8,398
cluster_utility_frontier,1,42,3,0.32,15,85.79545454545455,7.6923076923076925,2,2,0.8,3.113288711762412,0.8,684
cluster_utility_frontier,1,42,4,0.39680000000000004,20,86.89217758985201,16.666666666666664,2,2,0.75,3.554599230665373,0.75,684
cluster_utility_frontier,1,42,5,0.4352,25,88.66666666666667,21.73913043478261,2,1,0.72,3.347353283857487,0.72,1007
cluster_utility_frontier,1,42,6,0.4672,30,90.02732240437157,25.925925925925924,2,2,0.6666666666666666,3.549559997060199,0.6666666666666666,1499
cluster_utility_frontier,1,42,7,0.4992,35,90.97222222222221,28.125,2,2,0.6571428571428571,4.00697641362629,0.6571428571428571,1499
cluster_utility_frontier,1,42,8,0.5568,40,91.27382146439318,30.555555555555557,2,1,0.625,4.442499009825065,0.625,1690
cluster_utility_frontier,1,42,9,0.64,45,91.18942731277532,31.70731707317073,3,1,0.6222222222222222,4.710115631930448,0.6222222222222222,1896
cluster_utility_frontier,1,42,10,0.7296,50,91.07981220657277,32.608695652173914,4,2,0.62,5.359340734844561,0.62,2332
cluster_utility_frontier,1,42,11,0.8064,55,91.13924050632912,33.33333333333333,3,1,0.6181818181818182,5.7259556813023424,0.6181818181818182,2758
cluster_utility_frontier,1,42,12,0.8959999999999999,60,91.06002554278416,33.92857142857143,3,1,0.6166666666666667,5.916093463276882,0.6166666666666667,2758
cluster_utility_frontier,1,42,13,0.9535999999999999,65,91.291642314436,34.42622950819672,3,2,0.6153846153846154,5.599152885151506,0.6153846153846154,4069
cluster_utility_frontier,1,42,14,0.9856,70,91.70258620689656,35.38461538461539,4,1,0.6,5.794114632076263,0.6,4369
cluster_utility_frontier,1,42,15,1.0496,75,91.80409795102449,34.78260869565217,5,1,0.6,6.365566340947306,0.6,4792
cluster_utility_frontier,1,42,16,1.1199999999999999,80,91.83768656716418,35.13513513513514,5,1,0.6,7.361289825455176,0.6,5186
cluster_utility_frontier,1,42,17,1.1967999999999999,85,91.82334936598163,35.44303797468354,5,1,0.6,8.24984871978638,0.6,5186
