strategy,run_id,map_seed,timestep,coverage,total_distance,overlap_percentage
random,4,4,76,2.1399999999999997,380,97.35573952798715
random,4,4,77,2.15,385,97.38410998904976
random,4,4,78,2.15,390,97.42206235011992
random,4,4,79,2.15,395,97.45892920458574
random,4,4,80,2.16,400,97.48456969838128
random,4,4,81,2.17,405,97.51089699472357
random,4,4,82,2.17,410,97.54940711462451
random,4,4,83,2.18,415,97.57616188570157
random,4,4,84,2.18,420,97.61305157122523
random,4,4,85,2.22,425,97.60569456427956
random,4,4,86,2.26,430,97.59829968119023
random,4,4,87,2.3,435,97.58985643927485
random,4,4,88,2.3,440,97.62298470442332
random,4,4,89,2.35,445,97.60521756853154
random,4,4,90,2.35,450,97.63700351935645
random,4,4,91,2.4,455,97.61715647339157
random,4,4,92,2.4,460,97.64682812040397
random,4,4,93,2.4,465,97.67576990122022
random,4,4,94,2.42,470,97.68598202333142
random,4,4,95,2.42,475,97.71374586679264
random,4,4,96,2.42,480,97.73874042235097
random,4,4,97,2.42,485,97.76422764227642
random,4,4,98,2.4299999999999997,490,97.78102456396675
random,4,4,99,2.4299999999999997,495,97.80646326051634
random,4,4,100,2.44,500,97.8225950383723
random,4,4,101,2.44,505,97.84813475615134
random,4,4,102,2.44,510,97.8740088873399
random,4,4,103,2.44,515,97.89908730842087
random,4,4,104,2.48,520,97.88882267813058
random,4,4,105,2.52,525,97.87968026924695
random,4,4,106,2.52,530,97.90419161676647
random,4,4,107,2.54,535,97.91152770925835
random,4,4,108,2.56,540,97.91785278568523
random,4,4,109,2.6,545,97.90794979079497
random,4,4,110,2.63,550,97.90538388021663
random,4,4,111,2.67,555,97.8949858088931
random,4,4,112,2.69,560,97.90024197954882
random,4,4,113,2.7,565,97.91393030981999
random,4,4,114,2.76,570,97.88845535919211
random,4,4,115,2.76,575,97.90829859795377
random,4,4,116,2.76,580,97.92854998498949
random,4,4,117,2.79,585,97.92565055762081
random,4,4,118,2.79,590,97.9449027695934
random,4,4,119,2.79,595,97.96380090497738
random,4,4,120,2.83,600,97.95387173740149
random,4,4,121,2.8400000000000003,605,97.9660531404426
random,4,4,122,2.86,610,97.97047970479706
random,4,4,123,2.92,615,97.94669854440616
random,4,4,124,2.9499999999999997,620,97.94425087108014
random,4,4,125,3.01,625,97.92098356126537
random,4,4,126,3.01,630,97.93906196508046
random,4,4,127,3.01,635,97.95627376425855
random,4,4,128,3.04,640,97.95355099293167
random,4,4,129,3.09,645,97.93766268437562
random,4,4,130,3.1300000000000003,650,97.92811279539286
random,4,4,131,3.17,655,97.9183083793013
random,4,4,132,3.17,660,97.93471887419376
random,4,4,133,3.2199999999999998,665,97.91828290664598
random,4,4,134,3.26,670,97.90905009300236
random,4,4,135,3.26,675,97.92554883868915
random,4,4,136,3.26,680,97.94217901780078
random,4,4,137,3.3000000000000003,685,97.93414298234632
random,4,4,138,3.3300000000000005,690,97.9325758986776
random,4,4,139,3.38,695,97.91807822605482
random,4,4,140,3.38,700,97.93423786823126
random,4,4,141,3.38,705,97.95014858390442
random,4,4,142,3.39,710,97.95918367346938
random,4,4,143,3.39,715,97.97466841916597
random,4,4,144,3.39,720,97.99051570835803
random,4,4,145,3.39,725,98.00553038771548
random,4,4,146,3.39,730,98.01939705538678
random,4,4,147,3.39,735,98.03307223672759
random,4,4,148,3.39,740,98.04622211976255
random,4,4,149,3.39,745,98.05953062392673
random,4,4,150,3.39,750,98.07287817634017
random,4,4,151,3.39,755,98.0860433604336
random,4,4,152,3.39,760,98.09934962996188
random,4,4,153,3.4099999999999997,765,98.1015477118361
random,4,4,154,3.46,770,98.08712958867758
random,4,4,155,3.4799999999999995,775,98.08969643739364
random,4,4,156,3.53,780,98.07629427792915
random,4,4,157,3.5700000000000003,785,98.06807727690892
random,4,4,158,3.5700000000000003,790,98.08064516129032
random,4,4,159,3.5700000000000003,795,98.09335612048707
random,4,4,160,3.62,800,98.07937181663837
random,4,4,161,3.62,805,98.09192494201982
random,4,4,162,3.62,810,98.10391787135974
random,4,4,163,3.62,815,98.11585905376567
random,4,4,164,3.64,820,98.1175010343401
random,4,4,165,3.64,825,98.12940027750655
random,4,4,166,3.64,830,98.14143477150881
random,4,4,167,3.65,835,98.14777225210595
random,4,4,168,3.65,840,98.15861164362829
random,4,4,169,3.65,845,98.16987565182511
random,4,4,170,3.6999999999999997,850,98.15709518354336
random,4,4,171,3.73,855,98.15437902028698
random,4,4,172,3.7800000000000002,860,98.14186698127119
random,4,4,173,3.7800000000000002,865,98.15348541839676
random,4,4,174,3.81,870,98.14994658638439
random,4,4,175,3.81,875,98.16093063667519
random,4,4,176,3.81,880,98.1717850287908
random,4,4,177,3.81,885,98.1829454406715
random,4,4,178,3.81,890,98.19354226921436
random,4,4,179,3.81,895,98.20401621570662
random,4,4,180,3.81,900,98.21428571428571
random,4,4,181,3.81,905,98.22485207100591
random,4,4,182,3.82,910,98.2302524901552
random,4,4,183,3.82,915,98.24011793974017
random,4,4,184,3.82,920,98.24995418728238
random,4,4,185,3.82,925,98.26007743110908
random,4,4,186,3.82,930,98.26969244009602
random,4,4,187,3.82,935,98.27958926319582
random,4,4,188,3.82,940,98.28899041476305
random,4,4,189,3.83,945,98.29337848676587
random,4,4,190,3.83,950,98.3018533297863
random,4,4,191,3.83,955,98.3102444189535
random,4,4,192,3.83,960,98.31862680539093
random,4,4,193,3.84,965,98.3229244005765
random,4,4,194,3.84,970,98.33137791682962
random,4,4,195,3.84,975,98.33945945945945
random,4,4,196,3.84,980,98.34739197796523
random,4,4,197,3.84,985,98.3552490684028
random,4,4,198,3.84,990,98.36338064186165
random,4,4,199,3.84,995,98.37150127226462
random,4,4,200,3.84,1000,98.37954171414103
random,4,4,201,3.84,1005,98.38743543442658
random,4,4,202,3.84,1010,98.39485014421268
random,4,4,203,3.84,1015,98.4019975031211
random,4,4,204,3.84,1020,98.41000372655377
random,4,4,205,3.84,1025,98.41851653556279
random,4,4,206,3.84,1030,98.42603598803132
random,4,4,207,3.84,1035,98.4332286098984
random,4,4,208,3.84,1040,98.43984886035835
random,4,4,209,3.84,1045,98.44622481184754
random,4,4,210,3.84,1050,98.45273591747925
random,4,4,211,3.84,1055,98.45956354300385
random,4,4,212,3.84,1060,98.46577969555315
random,4,4,213,3.84,1065,98.47212827756337
random,4,4,214,3.84,1070,98.47842453540436
random,4,4,215,3.84,1075,98.48431024274718
random,4,4,216,3.84,1080,98.49032866802958
random,4,4,217,3.8600000000000003,1085,98.48888192922017
random,4,4,218,3.8600000000000003,1090,98.49541999610213
random,4,4,219,3.8699999999999997,1095,98.49837032438306
random,4,4,220,3.8699999999999997,1100,98.50515663022905
random,4,4,221,3.8699999999999997,1105,98.51153846153846
random,4,4,222,3.8699999999999997,1110,98.51786603347247
random,4,4,223,3.8699999999999997,1115,98.5246464107354
random,4,4,224,3.8699999999999997,1120,98.53164364850508
random,4,4,225,3.8699999999999997,1125,98.53802274186846
random,4,4,226,3.8699999999999997,1130,98.54440139918005
random,4,4,227,3.8699999999999997,1135,98.55067036177066
random,4,4,228,3.88,1140,98.55331841909023
random,4,4,229,3.8899999999999997,1145,98.55615767203622
random,4,4,230,3.8899999999999997,1150,98.56218813527998
random,4,4,231,3.9,1155,98.56432909994479
random,4,4,232,3.9,1160,98.57011915673694
random,4,4,233,3.9,1165,98.57612267250822
random,4,4,234,3.9,1170,98.58197287568629
random,4,4,235,3.9,1175,98.58772406300923
random,4,4,236,3.91,1180,98.58982219497241
random,4,4,237,3.91,1185,98.59569730273319
random,4,4,238,3.91,1190,98.60157367668097
random,4,4,239,3.91,1195,98.60715303505272
random,4,4,240,3.94,1200,98.60199410992442
random,4,4,241,3.9800000000000004,1205,98.59408668621286
random,4,4,242,3.9899999999999998,1210,98.59635544923661
random,4,4,243,3.9899999999999998,1215,98.602549733819
random,4,4,244,3.9899999999999998,1220,98.60844697101803
random,4,4,245,3.9899999999999998,1225,98.6145352269176
random,4,4,246,3.9899999999999998,1230,98.62080884894573
random,4,4,247,3.9899999999999998,1235,98.62683690676946
random,4,4,248,3.9899999999999998,1240,98.63304669567303
random,4,4,249,3.9899999999999998,1245,98.63966451876854
random,4,4,250,3.9899999999999998,1250,98.64621857293116
random,4,4,251,3.9899999999999998,1255,98.65243675909352
random,4,4,252,3.9899999999999998,1260,98.65882352941176
random,4,4,253,4.03,1265,98.65172298427568
random,4,4,254,4.04,1270,98.65445462114904
random,4,4,255,4.05,1275,98.65698368483883
random,4,4,256,4.05,1280,98.66257182484645
random,4,4,257,4.06,1285,98.66504455331602
random,4,4,258,4.09,1290,98.66072890402437
random,4,4,259,4.12,1295,98.65640490477433
random,4,4,260,4.16,1300,98.64864864864865
random,4,4,261,4.2,1305,98.6411724740367
random,4,4,262,4.24,1310,98.63384456759891
random,4,4,263,4.24,1315,98.63919378650748
random,4,4,264,4.24,1320,98.64445794302887
random,4,4,265,4.24,1325,98.64985352184435
random,4,4,266,4.24,1330,98.65520631799296
random,4,4,267,4.279999999999999,1335,98.64809374901292
random,4,4,268,4.32,1340,98.64091109293399
random,4,4,269,4.32,1345,98.64606512677469
random,4,4,270,4.32,1350,98.65096961558879
random,4,4,271,4.32,1355,98.65625680425518
random,4,4,272,4.32,1360,98.66175149468728
random,4,4,273,4.32,1365,98.66720143152439
random,4,4,274,4.32,1370,98.67256637168141
random,4,4,275,4.32,1375,98.6778882938026
random,4,4,276,4.32,1380,98.68340850908204
random,4,4,277,4.32,1385,98.68912152935822
random,4,4,278,4.32,1390,98.69482461705792
random,4,4,279,4.32,1395,98.70047829618265
random,4,4,280,4.32,1400,98.70604444976937
random,4,4,281,4.32,1405,98.71137095811956
random,4,4,282,4.32,1410,98.71684438767933
random,4,4,283,4.32,1415,98.72227151730257
random,4,4,284,4.32,1420,98.72746553552491
random,4,4,285,4.32,1425,98.73261749691956
random,4,4,286,4.32,1430,98.73754347000204
random,4,4,287,4.32,1435,98.74224823128658
random,4,4,288,4.32,1440,98.74709976798144
random,4,4,289,4.32,1445,98.75191402074364
random,4,4,290,4.32,1450,98.75651247805187
random,4,4,291,4.32,1455,98.76107717456767
random,4,4,292,4.32,1460,98.76543209876543
random,4,4,293,4.32,1465,98.76975651431013
random,4,4,294,4.32,1470,98.77405074067768
random,4,4,295,4.33,1475,98.77548711857696
random,4,4,296,4.33,1480,98.77990363211136
random,4,4,297,4.33,1485,98.78428840160598
random,4,4,298,4.33,1490,98.78877730845618
random,4,4,299,4.33,1495,98.79306500167243
random,4,4,300,4.34,1500,98.7945448990362
random,4,4,301,4.37,1505,98.79047882646
random,4,4,302,4.37,1510,98.79471550321317
random,4,4,303,4.41,1515,98.78792875989446
random,4,4,304,4.41,1520,98.79214483306401
random,4,4,305,4.41,1525,98.79616739005814
random,4,4,306,4.41,1530,98.80032644178455
random,4,4,307,4.41,1535,98.80429477794046
random,4,4,308,4.41,1540,98.80807589394308
random,4,4,309,4.41,1545,98.81183317167799
random,4,4,310,4.41,1550,98.8154077576018
random,4,4,311,4.41,1555,98.81927710843374
random,4,4,312,4.42,1560,98.82045260461145
random,4,4,313,4.42,1565,98.82412407885286
random,4,4,314,4.44,1570,98.82262469836387
random,4,4,315,4.47,1575,98.81849179287924
random,4,4,316,4.47,1580,98.82259976293955
random,4,4,317,4.47,1585,98.82667926608394
random,4,4,318,4.47,1590,98.83088350682638
random,4,4,319,4.47,1595,98.83505772588673
random,4,4,320,4.4799999999999995,1600,98.83660538070012
random,4,4,321,4.4799999999999995,1605,98.84075971640014
random,4,4,322,4.4799999999999995,1610,98.84458657863516
random,4,4,323,4.4799999999999995,1615,98.84838825767312
random,4,4,324,4.4799999999999995,1620,98.85216500128107
random,4,4,325,4.4799999999999995,1625,98.85588783614679
random,4,4,326,4.4799999999999995,1630,98.85944143180835
random,4,4,327,4.4799999999999995,1635,98.86297302098932
random,4,4,328,4.4799999999999995,1640,98.8664828074792
random,4,4,329,4.4799999999999995,1645,98.86999949553548
random,4,4,330,4.4799999999999995,1650,98.87363604364661
random,4,4,331,4.4799999999999995,1655,98.87722112227763
random,4,4,332,4.4799999999999995,1660,98.88106299015935
random,4,4,333,4.4799999999999995,1665,98.8847676184312
random,4,4,334,4.4799999999999995,1670,98.8885581026099
random,4,4,335,4.4799999999999995,1675,98.89235029421945
random,4,4,336,4.4799999999999995,1680,98.8960894956016
random,4,4,337,4.4799999999999995,1685,98.89969545141959
random,4,4,338,4.4799999999999995,1690,98.90325107716413
random,4,4,339,4.4799999999999995,1695,98.9069171648164
random,4,4,340,4.4799999999999995,1700,98.91055882495988
random,4,4,341,4.4799999999999995,1705,98.91430787126794
random,4,4,342,4.4799999999999995,1710,98.91803120320726
random,4,4,343,4.4799999999999995,1715,98.92172908443246
random,4,4,344,4.4799999999999995,1720,98.92542755031062
random,4,4,345,4.4799999999999995,1725,98.92910073146246
random,4,4,346,4.49,1730,98.93026469396993
random,4,4,347,4.49,1735,98.93377027380019
random,4,4,348,4.49,1740,98.93712716598807
random,4,4,349,4.49,1745,98.94048798905092
random,4,4,350,4.51,1750,98.93924783027965
random,4,4,351,4.51,1755,98.94258047876954
random,4,4,352,4.51,1760,98.94589225195746
random,4,4,353,4.51,1765,98.94930574969713
random,4,4,354,4.51,1770,98.95269721106285
random,4,4,355,4.51,1775,98.95594601476955
random,4,4,356,4.51,1780,98.9591507039003
random,4,4,357,4.51,1785,98.96233577985873
random,4,4,358,4.51,1790,98.9656200545859
random,4,4,359,4.51,1795,98.96888360502068
random,4,4,360,4.51,1800,98.97212662670648
random,4,4,361,4.51,1805,98.97523290161328
random,4,4,362,4.51,1810,98.97832045850984
random,4,4,363,4.51,1815,98.98138946607644
random,4,4,364,4.51,1820,98.98444009097254
random,4,4,365,4.51,1825,98.98747249786717
random,4,4,366,4.51,1830,98.99037385269756
random,4,4,367,4.51,1835,98.99314625053022
random,4,4,368,4.51,1840,98.99590346424438
random,4,4,369,4.51,1845,98.99875677115709
random,4,4,370,4.51,1850,99.00170440710981
random,4,4,371,4.53,1855,99.00035307617618
random,4,4,372,4.5600000000000005,1860,98.99681003189968
random,4,4,373,4.5600000000000005,1865,98.9997587137248
random,4,4,374,4.590000000000001,1870,98.99623862841148
random,4,4,375,4.6,1875,98.99710031177099
random,4,4,376,4.64,1880,98.99143589966526
random,4,4,377,4.66,1885,98.99003034243606
random,4,4,378,4.7,1890,98.98431084410252
random,4,4,379,4.75,1895,98.97646957421135
random,4,4,380,4.75,1900,98.97941644106399
random,4,4,381,4.78,1905,98.97591910189391
random,4,4,382,4.78,1910,98.97885067293313
random,4,4,383,4.78,1915,98.98176550783913
random,4,4,384,4.78,1920,98.98477157360406
random,4,4,385,4.78,1925,98.98775994239973
random,4,4,386,4.78,1930,98.99073077004287
random,4,4,387,4.81,1935,98.98736842105264
random,4,4,388,4.81,1940,98.9903230546401
random,4,4,389,4.81,1945,98.99326049646281
random,4,4,390,4.8500000000000005,1950,98.98772750041744
random,4,4,391,4.87,1955,98.9863880447904
random,4,4,392,4.87,1960,98.98920713989206
random,4,4,393,4.87,1965,98.99201059734239
random,4,4,394,4.87,1970,98.99490227643282
random,4,4,395,4.9,1975,98.99160355614093
random,4,4,396,4.9,1980,98.9945830597505
random,4,4,397,4.9,1985,98.99756551625376
random,4,4,398,4.9,1990,99.00053033084487
random,4,4,399,4.9,1995,99.00345739271914
random,4,4,400,4.9,2000,99.00636736018168
random,4,4,401,4.9,2005,99.0092603825468
random,4,4,402,4.9,2010,99.01213660739486
random,4,4,403,4.9,2015,99.01489716732675
random,4,4,404,4.9,2020,99.01752416088543
random,4,4,405,4.9,2025,99.02013718079469
random,4,4,406,4.9,2030,99.02263887503739
random,4,4,407,4.9,2035,99.02503084086116
random,4,4,408,4.9,2040,99.0275076410114
random,4,4,409,4.9,2045,99.02997188898127
random,4,4,410,4.9,2050,99.03251920153218
random,4,4,411,4.9,2055,99.03514817367332
random,4,4,412,4.9,2060,99.03776289692281
random,4,4,413,4.9,2065,99.04045744722517
random,4,4,414,4.9,2070,99.04304351222561
random,4,4,415,4.9,2075,99.04570861004538
random,4,4,416,4.9,2080,99.04837738633935
random,4,4,417,4.9,2085,99.05103127723443
random,4,4,418,4.9,2090,99.05367040692173
random,4,4,419,4.9,2095,99.05620401402211
random,4,4,420,4.9,2100,99.05872409090037
random,4,4,421,4.9,2105,99.061230745651
random,4,4,422,4.9,2110,99.06370619482554
random,4,4,423,4.9,2115,99.0661864196825
random,4,4,424,4.9,2120,99.06856501986428
random,4,4,425,4.9,2125,99.07093153334218
random,4,4,426,4.9,2130,99.07326852517305
random,4,4,427,4.9,2135,99.07559378949951
random,4,4,428,4.9,2140,99.07799416690187
random,4,4,429,4.9,2145,99.0803821106169
random,4,4,430,4.9,2150,99.08277488675078
random,4,4,431,4.9,2155,99.08515524355408
random,4,4,432,4.9,2160,99.08750628503324
random,4,4,433,4.9,2165,99.08984527369653
random,4,4,434,4.9,2170,99.09208819714657
random,4,4,435,4.9,2175,99.09432009315566
random,4,4,436,4.91,2180,99.09471394066782
random,4,4,437,4.91,2185,99.0969450626253
random,4,4,438,4.91,2190,99.09916521420054
random,4,4,439,4.91,2195,99.10135802921045
random,4,4,440,4.91,2200,99.10355656174687
random,4,4,441,4.91,2205,99.10580950646512
random,4,4,442,4.93,2210,99.10443423132118
random,4,4,443,4.97,2215,99.09942558935981
random,4,4,444,5.0200000000000005,2220,99.09263443289652
random,4,4,445,5.0200000000000005,2225,99.09472886949308
random,4,4,446,5.0200000000000005,2230,99.09681365934402
random,4,4,447,5.0200000000000005,2235,99.09880798506391
random,4,4,448,5.029999999999999,2240,99.09900227488492
random,4,4,449,5.029999999999999,2245,99.10106335448128
random,4,4,450,5.050000000000001,2250,99.0995488829057
random,4,4,451,5.050000000000001,2255,99.10151941073907
random,4,4,452,5.09,2260,99.09638019492624
random,4,4,453,5.09,2265,99.0983490398923
random,4,4,454,5.1,2270,99.09862142099682
random,4,4,455,5.1,2275,99.10081455622553
random,4,4,456,5.12,2280,99.0994001864523
random,4,4,457,5.13,2285,99.09966829884695
random,4,4,458,5.13,2290,99.10168630815836
random,4,4,459,5.17,2295,99.09662764284465
random,4,4,460,5.21,2300,99.09159067529161
random,4,4,461,5.26,2305,99.08491501539639
random,4,4,462,5.319999999999999,2310,99.07645302409554
random,4,4,463,5.35,2315,99.07322396798725
random,4,4,464,5.35,2320,99.07519446845289
random,4,4,465,5.4,2325,99.06853190278233
random,4,4,466,5.46,2330,99.06017625998348
random,4,4,467,5.5,2335,99.05529122794964
random,4,4,468,5.5,2340,99.05728291796648
random,4,4,469,5.55,2345,99.05071410245446
random,4,4,470,5.59,2350,99.04587970232812
random,4,4,471,5.64,2355,99.03944410382178
random,4,4,472,5.64,2360,99.04161498071335
random,4,4,473,5.66,2365,99.04046654347567
random,4,4,474,5.71,2370,99.03416779431664
random,4,4,475,5.7700000000000005,2375,99.02622607756439
random,4,4,476,5.7700000000000005,2380,99.02842325048832
random,4,4,477,5.79,2385,99.02725042841303
random,4,4,478,5.79,2390,99.0294354297975
random,4,4,479,5.81,2395,99.02824934352473
random,4,4,480,5.8500000000000005,2400,99.02374714216577
random,4,4,481,5.8999999999999995,2405,99.0175835886506
random,4,4,482,5.9799999999999995,2410,99.0064629749622
random,4,4,483,6.04,2415,98.99870693942509
random,4,4,484,6.08,2420,98.99437644723784
random,4,4,485,6.13,2425,98.98833198554289
random,4,4,486,6.13,2430,98.99054770608964
random,4,4,487,6.13,2435,98.9927537422567
random,4,4,488,6.18,2440,98.98675236096537
random,4,4,489,6.260000000000001,2445,98.9758691206544
random,4,4,490,6.3100000000000005,2450,98.96984637487144
random,4,4,491,6.3100000000000005,2455,98.97199459116013
random,4,4,492,6.32,2460,98.97242455775233
random,4,4,493,6.32,2465,98.97464185473012
random,4,4,494,6.34,2470,98.97361178565647
random,4,4,495,6.38,2475,98.96943852167733
random,4,4,496,6.45,2480,98.96044869935209
random,4,4,497,6.510000000000001,2485,98.95319107880815
random,4,4,498,6.569999999999999,2490,98.94598366836186
random,4,4,499,6.63,2495,98.93882646691635
random,4,4,500,6.63,2500,98.94126664750407
random,4,4,501,6.69,2505,98.93413631583978
random,4,4,502,6.75,2510,98.92703862660944
random,4,4,503,6.8500000000000005,2515,98.91362958733784
random,4,4,504,6.87,2520,98.91295748350448
random,4,4,505,6.87,2525,98.91544581965142
random,4,4,506,6.9,2530,98.91318044354838
random,4,4,507,6.97,2535,98.90465638898056
random,4,4,508,7.049999999999999,2540,98.89460315469285
random,4,4,509,7.140000000000001,2545,98.88301367291386
random,4,4,510,7.19,2550,98.87773736869215
random,4,4,511,7.19,2555,98.88025416205946
random,4,4,512,7.2700000000000005,2560,98.87024087024086
random,4,4,513,7.2700000000000005,2565,98.87258854909746
random,4,4,514,7.340000000000001,2570,98.86418148337279
random,4,4,515,7.380000000000001,2575,98.86053082588356
random,4,4,516,7.41,2580,98.85845452304659
random,4,4,517,7.430000000000001,2585,98.85792458920639
random,4,4,518,7.470000000000001,2590,98.85432962179074
random,4,4,519,7.5600000000000005,2595,98.84309914762727
random,4,4,520,7.62,2600,98.83649911439565
random,4,4,521,7.6899999999999995,2605,98.82840471075765
random,4,4,522,7.7299999999999995,2610,98.82490650937946
random,4,4,523,7.7299999999999995,2615,98.82749101278688
random,4,4,524,7.86,2620,98.81038866690882
random,4,4,525,7.86,2625,98.81299364211607
random,4,4,526,7.86,2630,98.81558723365782
random,4,4,527,7.9,2635,98.81215511149203
random,4,4,528,7.95,2640,98.8072375922703
random,4,4,529,8.06,2645,98.79335898318786
random,4,4,530,8.110000000000001,2650,98.78850348062502
random,4,4,531,8.200000000000001,2655,98.77770656013833
random,4,4,532,8.23,2660,98.77588053307949
random,4,4,533,8.23,2665,98.7785149234902
random,4,4,534,8.24,2670,98.77965700068127
random,4,4,535,8.24,2675,98.78227200851228
random,4,4,536,8.24,2680,98.78487583318586
random,4,4,537,8.27,2685,98.7830539900231
random,4,4,538,8.32,2690,98.77830313353499
random,4,4,539,8.34,2695,98.7779682623412
random,4,4,540,8.34,2700,98.78055912972277
random,4,4,541,8.35,2705,98.78167996848418
random,4,4,542,8.37,2710,98.78134008910632
random,4,4,543,8.37,2715,98.78390747816991
random,4,4,544,8.39,2720,98.78356434495159
random,4,4,545,8.43,2725,98.78032900733538
random,4,4,546,8.48,2730,98.77566342294476
random,4,4,547,8.52,2735,98.7724581094126
random,4,4,548,8.53,2740,98.77357948010122
random,4,4,549,8.559999999999999,2745,98.77182662094495
random,4,4,550,8.59,2750,98.77008104006185
random,4,4,551,8.62,2755,98.76834269221428
random,4,4,552,8.62,2760,98.77088918040266
random,4,4,553,8.62,2765,98.77342516043656
random,4,4,554,8.67,2770,98.7688506432649
random,4,4,555,8.67,2775,98.77138039026741
random,4,4,556,8.72,2780,98.76682882679036
random,4,4,557,8.72,2785,98.76935235756523
random,4,4,558,8.77,2790,98.76482352609786
random,4,4,559,8.82,2795,98.76031315445486
random,4,4,560,8.870000000000001,2800,98.75582113000057
random,4,4,561,8.97,2805,98.74434816691631
random,4,4,562,9.01,2810,98.74130367969602
random,4,4,563,9.02,2815,98.74245402707487
random,4,4,564,9.06,2820,98.73942564559216
random,4,4,565,9.06,2825,98.74196370301456
random,4,4,566,9.06,2830,98.74449156065519
random,4,4,567,9.13,2835,98.73732833612236
random,4,4,568,9.13,2840,98.73985535250924
random,4,4,569,9.2,2845,98.73273000261719
random,4,4,570,9.21,2850,98.73388138901872
random,4,4,571,9.22,2855,98.73502819432821
random,4,4,572,9.22,2860,98.73753970862089
random,4,4,573,9.26,2865,98.73457507140222
random,4,4,574,9.26,2870,98.73707754834838
random,4,4,575,9.26,2875,98.7395701471409
random,4,4,576,9.26,2880,98.74205292615335
random,4,4,577,9.26,2885,98.7445259433003
random,4,4,578,9.3,2890,98.74157668263376
random,4,4,579,9.34,2895,98.73863897254446
random,4,4,580,9.45,2900,98.72627776579685
random,4,4,581,9.520000000000001,2905,98.71934568249998
random,4,4,582,9.520000000000001,2910,98.72183883354367
random,4,4,583,9.64,2915,98.70824232516382
random,4,4,584,9.68,2920,98.70539774247045
random,4,4,585,9.700000000000001,2925,98.70523379206321
random,4,4,586,9.700000000000001,2930,98.7077177229187
random,4,4,587,9.719999999999999,2935,98.70753274383353
